TP_FUNDO_CLASSE;CNPJ_FUNDO_CLASSE;DENOM_SOCIAL;DT_COMPTC;TAB_III_VL_PASSIVO;TAB_III_A_VL_PAGAR;TAB_III_A1_VL_CPRAZO;TAB_III_A2_VL_LPRAZO;TAB_III_B_VL_POSICAO_DERIV;TAB_III_B1_VL_TERMO;TAB_III_B2_VL_OPCAO;TAB_III_B3_VL_FUTURO;TAB_III_B4_VL_SWAP_PAGAR
Classe;12.400.421/0001-99;LIBRA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2025-06-30;4933176.88;4933176.88;4933176.26;0.62;0.00;0.00;0.00;0.00;0.00
Classe;12.400.426/0001-11;MOKA FUND I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;1541383.30;1541383.30;1539195.01;2188.29;0.00;0.00;0.00;0.00;0.00
Classe;12.401.806/0001-70;AIMORES FIDC-NP - RESPONSABILIDADE LIMITADA;2025-06-30;61216.30;61216.30;61216.30;0.00;0.00;0.00;0.00;0.00;0.00
Classe;12.428.086/0001-37;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS MULTISSETORIAL BS NP;2025-06-30;24934484.23;24934484.23;24931881.06;2603.17;0.00;0.00;0.00;0.00;0.00
Classe;12.440.789/0001-80;LME REC MULTISETORIAL IPCA - FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2025-06-30;2418031.95;2418031.95;2418031.95;0.00;0.00;0.00;0.00;0.00;0.00
Classe;12.565.143/0001-20;FC2 FIC DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-06-30;222119.70;222119.70;0.00;222119.70;0.00;0.00;0.00;0.00;0.00
Classe;12.579.631/0001-96;VINCI CRÉDITO E DESENVOLVIMENTO I - FI EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-06-30;40942.92;40942.92;40942.92;0.00;0.00;0.00;0.00;0.00;0.00
Classe;12.610.459/0001-96;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS GOAL ONE;2025-06-30;4791296.06;4791296.06;4791296.06;0.00;0.00;0.00;0.00;0.00;0.00
Classe;12.660.458/0001-56;FC4 FIC DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-06-30;379811.50;379811.50;0.00;379811.50;0.00;0.00;0.00;0.00;0.00
Classe;12.660.462/0001-14;FC3 FI EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDA LIMITADA;2025-06-30;446040.97;446040.97;0.00;446040.97;0.00;0.00;0.00;0.00;0.00
Classe;12.660.468/0001-91;FC5 FI EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDA LIMITADA;2025-06-30;224490.43;224490.43;0.00;224490.43;0.00;0.00;0.00;0.00;0.00
Classe;12.674.251/0001-30;FC8 FI EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDA LIMITADA;2025-06-30;1699531.31;1699531.31;0.00;1699531.31;0.00;0.00;0.00;0.00;0.00
Classe;12.674.257/0001-08;FC6 FIC DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-06-30;382315.41;382315.41;0.00;382315.41;0.00;0.00;0.00;0.00;0.00
Classe;12.712.606/0001-39;IGUANA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;6335391.05;6335391.05;6333454.68;1936.37;0.00;0.00;0.00;0.00;0.00
Classe;12.764.295/0001-51;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ARM;2025-06-30;1478585.58;1478585.58;1478585.58;0.00;0.00;0.00;0.00;0.00;0.00
Classe;12.764.483/0001-80;NEGOCIAL FIDC SEGMENTO ECONÔMICO FINANCEIRO, INDUSTRIAL, COMERCIAL E PRESTAÇÃO DE SERVIÇOS;2025-06-30;2033502.31;2033502.31;2033502.31;0.00;0.00;0.00;0.00;0.00;0.00
Classe;12.769.511/0001-51;ID FINANCIAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS;2025-06-30;24709.12;24709.12;24709.12;0.00;0.00;0.00;0.00;0.00;0.00
Classe;12.778.706/0001-68;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - BRASILFACTORS CRÉDITO CORPORATIVO;2025-06-30;161834.83;161834.83;161834.83;0.00;0.00;0.00;0.00;0.00;0.00
Classe;12.796.029/0001-00;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MERCANTIS AUTO PEÇAS;2025-06-30;37271767.06;37271767.06;177784.06;37093983.00;0.00;0.00;0.00;0.00;0.00
Classe;12.803.721/0001-19;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FRATTO;2025-06-30;60898.69;60898.69;60898.69;0.00;0.00;0.00;0.00;0.00;0.00
Classe;12.813.209/0001-53;CREDIT PARTNERS FUNDO DE INVESTIMENTO EM COTAS DE FIDC DE RESPONSABILIDADE LIMITADA;2025-06-30;17252.71;17252.71;17252.71;0.00;0.00;0.00;0.00;0.00;0.00
Classe;12.813.212/0001-77;RNX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL DE RESPONSABILIDADE LIMITADA;2025-06-30;6346043.23;6346043.23;6346043.23;0.00;0.00;0.00;0.00;0.00;0.00
Classe;12.817.329/0001-29;HAVAN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO ECONÔMICO, FINANCEIRO E COMERCIAL;2025-06-30;56990612.86;56990612.86;56990612.86;0.00;0.00;0.00;0.00;0.00;0.00
Classe;12.910.431/0001-74;MEINBERG FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL;2025-06-30;2081449.68;2081449.68;2081449.68;0.00;0.00;0.00;0.00;0.00;0.00
Classe;12.910.463/0001-70;CAPITAL RS NP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS MULTISSETORIAL;2025-06-30;1391019.49;1391019.49;1388366.96;2652.53;0.00;0.00;0.00;0.00;0.00
Classe;12.915.248/0001-61;SÃO JOSÉ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-06-30;14632.68;14632.68;14632.68;0.00;0.00;0.00;0.00;0.00;0.00
Classe;12.956.543/0001-66;CAMBUI FINANÇAS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL LP;2025-06-30;944755.55;944755.55;944543.07;212.48;0.00;0.00;0.00;0.00;0.00
Classe;13.004.286/0001-25;APOLO - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS;2025-06-30;5926.24;5926.24;5926.24;0.00;0.00;0.00;0.00;0.00;0.00
Classe;13.005.223/0001-93;DANIELE FUNDO DE INVEST EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS;2025-06-30;20424.72;20424.72;20424.72;0.00;0.00;0.00;0.00;0.00;0.00
Classe;13.026.491/0001-91;HAMPTON FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2025-06-30;391879.70;391879.70;391879.70;0.00;0.00;0.00;0.00;0.00;0.00
Classe;13.039.712/0001-66;FUNDO DE INVESTIMENTO EM DIREITOS  CREDITÓRIOS PREMIUM SOLIS - RESPONSABILIDADE LIMITADA;2025-06-30;81607.13;81607.13;81607.13;0.00;0.00;0.00;0.00;0.00;0.00
Classe;13.098.860/0001-51;GFM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTICRÉDITO;2025-06-30;6774708.23;6774708.23;6255562.02;519146.21;0.00;0.00;0.00;0.00;0.00
Classe;13.321.819/0001-00;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS VALE;2025-06-30;207872.65;207872.65;207872.65;0.00;0.00;0.00;0.00;0.00;0.00
Classe;13.327.334/0001-16;UNAVANTI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;9151723.09;9151723.09;9151723.09;0.00;0.00;0.00;0.00;0.00;0.00
Classe;13.342.963/0001-15;TARGET BANK JS II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;56257.54;56257.54;56257.54;0.00;0.00;0.00;0.00;0.00;0.00
Classe;13.344.834/0001-66;INCENTIVO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL II;2025-06-30;90868273.43;90868273.43;90868273.43;0.00;0.00;0.00;0.00;0.00;0.00
Classe;13.348.521/0001-86;RDG FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL LP;2025-06-30;543324.73;543324.73;543324.70;0.03;0.00;0.00;0.00;0.00;0.00
Classe;13.401.155/0001-81;IRON FUND II TWC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;12148.23;12148.23;12148.23;0.00;0.00;0.00;0.00;0.00;0.00
Classe;13.409.986/0001-08;ALBATROZ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - NÃO PADRONIZADOS;2025-06-30;117003.09;117003.09;90003.09;27000.00;0.00;0.00;0.00;0.00;0.00
Classe;13.416.131/0001-04;EGM NP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS MULTISSETORIAL;2025-06-30;2646851.80;2646851.80;2644199.82;2651.98;0.00;0.00;0.00;0.00;0.00
Classe;13.425.492/0001-09;ACTIVA FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL NÃO PADRONIZADOS LP;2025-06-30;72445.99;72445.99;72445.92;0.07;0.00;0.00;0.00;0.00;0.00
Classe;13.554.539/0001-34;MARIN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2025-06-30;756612.10;756612.10;756612.10;0.00;0.00;0.00;0.00;0.00;0.00
Classe;13.598.246/0001-59;DUAS RODAS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADO;2025-06-30;900537.40;900537.40;900537.40;0.00;0.00;0.00;0.00;0.00;0.00
Classe;13.606.266/0001-24;TERRAS RARAS FIDC MULTISETORIAL DE RESPONSABILIDADE ILIMITADA;2025-06-30;2383216.81;2383216.81;2383216.81;0.00;0.00;0.00;0.00;0.00;0.00
Classe;13.633.964/0001-19;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL INVEST DUNAS LP;2025-06-30;84602.25;84602.25;84602.25;0.00;0.00;0.00;0.00;0.00;0.00
Classe;13.711.061/0001-09;4SSETS - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;42837881.66;42837881.66;21348.62;42816533.04;0.00;0.00;0.00;0.00;0.00
Classe;13.733.804/0001-41;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MIT RESPONSABILIDADE LIMITADA;2025-06-30;3184667.58;3184667.58;3184667.58;0.00;0.00;0.00;0.00;0.00;0.00
Classe;13.762.574/0001-49;SIGULER GUFF (JUS BLC) 2A FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;13.764.696/0001-74;JC 4870 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2025-06-30;37344654.03;37344654.03;37344654.03;0.00;0.00;0.00;0.00;0.00;0.00
Classe;13.767.420/0001-40;FUNDO DE INVESTIMENTO EM DIREITOS CREDI VAREJO BR;2025-06-30;2492623.08;2492623.08;2492622.29;0.79;0.00;0.00;0.00;0.00;0.00
Classe;13.776.087/0001-35;V4 FIDC NP - AÇÕES JUDICIAIS;2025-06-30;1007822.57;1007822.57;1007822.56;0.01;0.00;0.00;0.00;0.00;0.00
Classe;13.805.152/0001-03;PUMA FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2025-06-30;4504865.15;4504865.15;4248342.46;256522.69;0.00;0.00;0.00;0.00;0.00
Classe;13.807.406/0001-22;B8 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;911791.81;911791.81;910264.05;1527.76;0.00;0.00;0.00;0.00;0.00
Classe;13.842.701/0001-10;NEW TRADE BANK FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;5719191.99;5719191.99;5719191.98;0.01;0.00;0.00;0.00;0.00;0.00
Classe;13.895.002/0001-38;POLICARD II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-06-30;217000.00;217000.00;0.00;217000.00;0.00;0.00;0.00;0.00;0.00
Classe;13.963.456/0001-07;VHE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO FINANCEIRO;2025-06-30;29806.19;29806.19;29806.19;0.00;0.00;0.00;0.00;0.00;0.00
Classe;13.963.676/0001-22;HOPE II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSEGMENTOS;2025-06-30;387257.86;387257.86;387257.86;0.00;0.00;0.00;0.00;0.00;0.00
Classe;13.974.813/0001-24;G5 BRJUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2025-06-30;1073378.37;1073378.37;1073378.29;0.08;0.00;0.00;0.00;0.00;0.00
Classe;13.990.000/0001-28;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISETORIAL ITÁLIA;2025-06-30;595550.62;595550.62;595550.62;0.00;0.00;0.00;0.00;0.00;0.00
Classe;14.038.410/0001-36;G5 MIX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2025-06-30;476303.80;476303.80;476303.79;0.01;0.00;0.00;0.00;0.00;0.00
Classe;14.042.458/0001-18;FEDERAL 4870 IAA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2025-06-30;1686969.39;1686969.39;1686969.39;0.00;0.00;0.00;0.00;0.00;0.00
Classe;14.051.028/0001-62;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DA INDÚSTRIA EXODUS INSTITUCIONAL - RESPONS. LIMITADA;2025-06-30;7653066.21;7653066.21;7650804.70;2261.51;0.00;0.00;0.00;0.00;0.00
Classe;14.109.346/0001-37;FUNDO DE INVESTIMENTOS EM DIREITOS CREDITÓRIOS MULTISEGMENTOS NPL IPANEMA II;2025-06-30;931252.97;931252.97;931252.97;0.00;0.00;0.00;0.00;0.00;0.00
Classe;14.132.177/0001-56;FUNDO DE INVESTIMENTO EM COTAS DE  FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RED H;2025-06-30;4242012.01;4242012.01;4242012.01;0.00;0.00;0.00;0.00;0.00;0.00
Classe;14.138.802/0001-77;SG IV LOCAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;90219.43;90219.43;90219.43;0.00;0.00;0.00;0.00;0.00;0.00
Classe;14.180.196/0001-58;JC DIVERSIFICADO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2025-06-30;37411.46;37411.46;37411.46;0.00;0.00;0.00;0.00;0.00;0.00
Classe;14.283.986/0001-69;FRAM CAPITAL NANSEN II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - NÃO PADRONIZADO;2025-06-30;1303738.96;1303738.96;1303738.96;0.00;0.00;0.00;0.00;0.00;0.00
Classe;14.364.744/0001-08;CAPITAL FORTE FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL;2025-06-30;683380.01;683380.01;683379.93;0.08;0.00;0.00;0.00;0.00;0.00
Classe;14.481.752/0001-26;PANAREA FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO;2025-06-30;78035.18;78035.18;77687.40;347.78;0.00;0.00;0.00;0.00;0.00
Classe;14.605.855/0001-50;DEL MONTE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS;2025-06-30;11163179.74;11163179.74;11163179.74;0.00;0.00;0.00;0.00;0.00;0.00
Classe;14.606.072/0001-91;MILLE - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSEGMENTOS;2025-06-30;278018.47;278018.47;278018.47;0.00;0.00;0.00;0.00;0.00;0.00
Classe;14.718.674/0001-30;JGM LP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2025-06-30;1642100.89;1642100.89;1640690.15;1410.74;0.00;0.00;0.00;0.00;0.00
Classe;14.744.913/0001-27;MULTIPLIX FIC DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-06-30;7261.71;7261.71;7261.71;0.00;0.00;0.00;0.00;0.00;0.00
Classe;14.770.038/0001-58;MULTIPLIX MULTISSETORIAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-06-30;5409009.86;5409009.86;5409009.86;0.00;0.00;0.00;0.00;0.00;0.00
Classe;14.788.370/0001-40;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS HUNGRIA;2025-06-30;75666.01;75666.01;75666.01;0.00;0.00;0.00;0.00;0.00;0.00
Classe;15.254.288/0001-06;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS CAIXA DUBLIN;2025-06-30;73784.75;73784.75;73784.75;0.00;0.00;0.00;0.00;0.00;0.00
Classe;15.254.301/0001-19;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS IV ENERGISA CENTRO OESTE;2025-06-30;768084.81;768084.81;768084.81;0.00;0.00;0.00;0.00;0.00;0.00
Classe;15.336.665/0001-48;SIGULER GUFF (JUS BLC) 2C FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2025-06-30;25713.28;25713.28;25713.28;0.00;0.00;0.00;0.00;0.00;0.00
Classe;15.428.505/0001-29;JC 4870 II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2025-06-30;16124158.61;16124158.61;16124158.61;0.00;0.00;0.00;0.00;0.00;0.00
Classe;15.489.383/0001-80;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SAN MARINO;2025-06-30;308287751.60;308287751.60;157174629.57;151113122.03;0.00;0.00;0.00;0.00;0.00
Classe;15.558.603/0001-80;PORTO NP - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS MULTISSETORIAL;2025-06-30;49466.98;49466.98;49466.98;0.00;0.00;0.00;0.00;0.00;0.00
Classe;15.578.550/0001-60;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL MILÊNIO RECEBÍVEIS LP;2025-06-30;646416.03;646416.03;646416.03;0.00;0.00;0.00;0.00;0.00;0.00
Classe;15.585.932/0001-10;MORE CRÉDITO FI EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-06-30;2082347.66;2082347.66;958617.45;1123730.21;0.00;0.00;0.00;0.00;0.00
Classe;15.586.793/0001-40;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS QW1 - RESPONSABILIDADE ILIMITADA;2025-06-30;838642.32;838642.32;838642.32;0.00;0.00;0.00;0.00;0.00;0.00
Classe;15.653.649/0001-89;AURUM - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL LP;2025-06-30;7742141.25;7742141.25;7742140.70;0.55;0.00;0.00;0.00;0.00;0.00
Classe;15.675.220/0001-92;MP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;2363966.71;2363966.71;2362769.28;1197.43;0.00;0.00;0.00;0.00;0.00
Classe;16.502.939/0001-94;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS F COBALTO - FINANCEIRO;2025-06-30;216476.36;216476.36;216476.36;0.00;0.00;0.00;0.00;0.00;0.00
Classe;16.686.142/0001-94;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS RECUPERA;2025-06-30;49677992.62;49677992.62;0.00;49677992.62;0.00;0.00;0.00;0.00;0.00
Classe;16.802.124/0001-20;BERETTA FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-06-30;38097.93;38097.93;38097.93;0.00;0.00;0.00;0.00;0.00;0.00
Classe;16.829.910/0001-11;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DIAMOND MOUNTAIN DISTRESSED ASSETS;2025-06-30;5621520.65;5621520.65;5621520.65;0.00;0.00;0.00;0.00;0.00;0.00
Classe;16.873.285/0001-05;CAUÊ GS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  RESPONSABILIDADE LIMITADA;2025-06-30;42923.94;42923.94;42923.94;0.00;0.00;0.00;0.00;0.00;0.00
Classe;16.874.770/0001-01;VHG FUNDO DE INVEST EM DIREITOS CREDITÓRIOS RECEBÍVEIS MULTISEGMENTOS DE RESPONSABILIDADE LIMITADA;2025-06-30;37212574.04;37212574.04;37212574.04;0.00;0.00;0.00;0.00;0.00;0.00
Classe;17.012.019/0001-50;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS SIFRA PERFORMANCE;2025-06-30;8255625.09;8255625.09;8255625.09;0.00;0.00;0.00;0.00;0.00;0.00
Classe;17.012.685/0001-99;CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;112918.13;112918.13;112918.13;0.00;0.00;0.00;0.00;0.00;0.00
Classe;17.013.985/0001-92;GGR PRIME I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;2726382.63;2726382.63;2726382.63;0.00;0.00;0.00;0.00;0.00;0.00
Classe;17.015.979/0001-74;EXCLUSIVO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS DE RESPONSABILIDADE  LIMITADA;2025-06-30;28668041.88;28668041.88;28668041.88;0.00;0.00;0.00;0.00;0.00;0.00
Classe;17.024.362/0001-15;EXP 1 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2025-06-30;3077733.30;3077733.30;370994.58;2706738.72;0.00;0.00;0.00;0.00;0.00
Classe;17.024.546/0001-85;AUSTER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;54064.00;54064.00;6064.00;48000.00;0.00;0.00;0.00;0.00;0.00
Classe;17.030.517/0001-26;PLATA II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSEGMENTOS;2025-06-30;1158158.87;1158158.87;1158158.87;0.00;0.00;0.00;0.00;0.00;0.00
Classe;17.031.327/0001-23;BRASFOR CONSOLIDADOR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS;2025-06-30;10884.29;10884.29;10884.29;0.00;0.00;0.00;0.00;0.00;0.00
Classe;17.043.211/0001-04;VHY I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS DE  RESPONSABILIDADE LIMITADA;2025-06-30;4644617.61;4644617.61;4644617.61;0.00;0.00;0.00;0.00;0.00;0.00
Classe;17.047.287/0001-08;COMPROCRED FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS;2025-06-30;583045.81;583045.81;583045.81;0.00;0.00;0.00;0.00;0.00;0.00
Classe;17.080.215/0001-62;MEGEVE FUNDO DE INVESTIMENTO EM COTAS DE FIDC DE RESPONSABILIDADE LIMITADA;2025-06-30;604070.90;604070.90;604070.90;0.00;0.00;0.00;0.00;0.00;0.00
Classe;17.093.144/0001-32;BLACKPARTNERS MIRUNA FI EM DIREITOS CREDITÓRIOS MULTISSEGMENTOS DE RESPONSABILIDADE LIMITADA;2025-06-30;7314134.04;7314134.04;7314134.04;0.00;0.00;0.00;0.00;0.00;0.00
Classe;17.163.831/0001-87;ATLAS GLOBAL FIC FIDC MULTISEGMENTOS;2025-06-30;5408.48;5408.48;5408.48;0.00;0.00;0.00;0.00;0.00;0.00
Classe;17.198.452/0001-22;REAL TIME PADRONIZADO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS;2025-06-30;1700650.86;1700650.86;1700650.86;0.00;0.00;0.00;0.00;0.00;0.00
Classe;17.198.574/0001-19;PLATA I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSEGMENTOS;2025-06-30;1506711.02;1506711.02;1506711.02;0.00;0.00;0.00;0.00;0.00;0.00
Classe;17.198.624/0001-68;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RED CAH;2025-06-30;2827537.07;2827537.07;2827537.07;0.00;0.00;0.00;0.00;0.00;0.00
Classe;17.198.676/0001-34;AZUL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL - RESPONSABILIDADE LIMITADA;2025-06-30;131577.51;131577.51;131577.51;0.00;0.00;0.00;0.00;0.00;0.00
Classe;17.198.822/0001-21;ROVENSA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS AGRONEGÓCIO  RESPONSABILIDADE LIMITADA;2025-06-30;4010609.12;4010609.12;4010609.12;0.00;0.00;0.00;0.00;0.00;0.00
Classe;17.198.845/0001-36;INVISTA I FIC DE FIDC MULTISSETORIAL - RESPONSABILIDADE LIMITADA;2025-06-30;34717.38;34717.38;34717.38;0.00;0.00;0.00;0.00;0.00;0.00
Classe;17.206.614/0001-27;STEP-UP II CRÉDITOS JUDICIAIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESP LIMITADA;2025-06-30;15554.14;15554.14;15554.14;0.00;0.00;0.00;0.00;0.00;0.00
Classe;17.213.074/0001-09;CENTRUM FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2025-06-30;1434135.26;1434135.26;1434135.26;0.00;0.00;0.00;0.00;0.00;0.00
Classe;17.250.006/0001-10;RED FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS REAL LP DE RESPONSABILIDADE LIMITADA;2025-06-30;129104994.23;129104994.23;129104994.23;0.00;0.00;0.00;0.00;0.00;0.00
Classe;17.313.316/0001-36;VALORA HORIZON HIGH YIELD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;2043036.23;2043036.23;1980927.60;62108.63;0.00;0.00;0.00;0.00;0.00
Classe;17.334.148/0001-65;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS EMPIRICA HOME EQUITY;2025-06-30;446609.99;446609.99;0.00;446609.99;0.00;0.00;0.00;0.00;0.00
Classe;17.468.142/0001-80;VALOREM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  MULTISETORIAL RESPONSABILIDADE LIMITADA;2025-06-30;5558361.39;5558361.39;5558361.26;0.13;0.00;0.00;0.00;0.00;0.00
