TP_FUNDO_CLASSE;CNPJ_FUNDO_CLASSE;DENOM_SOCIAL;DT_COMPTC;TAB_X_SCR_RISCO_DEVEDOR_AA;TAB_X_SCR_RISCO_DEVEDOR_A;TAB_X_SCR_RISCO_DEVEDOR_B;TAB_X_SCR_RISCO_DEVEDOR_C;TAB_X_SCR_RISCO_DEVEDOR_D;TAB_X_SCR_RISCO_DEVEDOR_E;TAB_X_SCR_RISCO_DEVEDOR_F;TAB_X_SCR_RISCO_DEVEDOR_G;TAB_X_SCR_RISCO_DEVEDOR_H;TAB_X_SCR_RISCO_OPER_AA;TAB_X_SCR_RISCO_OPER_A;TAB_X_SCR_RISCO_OPER_B;TAB_X_SCR_RISCO_OPER_C;TAB_X_SCR_RISCO_OPER_D;TAB_X_SCR_RISCO_OPER_E;TAB_X_SCR_RISCO_OPER_F;TAB_X_SCR_RISCO_OPER_G;TAB_X_SCR_RISCO_OPER_H;TAB_X_DEBITO_TRIBUT
Classe;20.717.010/0001-50;SOLITUDE PRECATÓRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO;2025-06-30;57955776.17;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;57955776.17;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;20.764.347/0001-18;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS CERES;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;20.791.371/0001-46;INTERBANK FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;296411240.71;0.00;12134488.99;0.00;0.00;8228260.98;0.00;0.00;3159450.50;296411240.71;0.00;12134488.99;0.00;0.00;8228260.98;0.00;0.00;3159450.50;104593976.48
Classe;20.820.603/0001-47;RIV DE INVESTIMENTO IMOBILIÁRIO;2025-06-30;26886055.86;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;26886055.86;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;20.861.236/0001-20;MAXINVESTOR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS MULTISSETORIAL LP;2025-06-30;28296454.42;0.00;1572048.62;0.00;0.00;80918.99;4265.52;0.00;3891642.82;28296454.42;0.00;1572048.62;0.00;0.00;80918.99;4265.52;0.00;3891642.82;18378655.57
Classe;20.867.468/0001-95;INTERSECTOR CRÉDITO ESTUDANTIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;1359669.62;0.00;253954.04;0.00;0.00;338651.89;207177.37;0.00;48207168.71;1359669.62;0.00;253954.04;0.00;0.00;338651.89;207177.37;0.00;48207168.71;12768255.34
Classe;20.905.778/0001-57;ACCESS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ABERTO MULTISSETORIAL RESPONSABILIDADE LIMITADA;2025-06-30;106927655.06;0.00;4244798.28;0.00;0.00;544788.57;0.00;0.00;1827609.30;106927655.06;0.00;4244798.28;0.00;0.00;544788.57;0.00;0.00;1827609.30;79706092.60
Classe;20.905.862/0001-70;PRIME FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2025-06-30;0.00;0.00;38553824.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;38553824.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;20.906.292/0001-33;TRUST FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0.00;11177001.20;4748801.60;3222456.10;932171.10;1462426.00;642213.80;24945.10;33678458.70;0.00;11177001.20;4748801.60;3222456.10;932171.10;1462426.00;642213.80;24945.10;33678458.70;0.00
Classe;20.953.316/0001-05;PANGU FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL - NÃO PADRONIZADOS;2025-06-30;14683781.77;0.00;17968092.94;0.00;0.00;778127.57;1398119.74;0.00;261117.08;14683781.77;0.00;17968092.94;0.00;0.00;778127.57;1398119.74;0.00;261117.08;7321841.26
Classe;20.997.814/0001-50;SPECIAL SITUATIONS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;20.997.817/0001-93;SPECIAL SITUATIONS II FI EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTICARTEIRA;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;20.997.818/0001-38;SPECIAL SITUATIONS I FI EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTICARTEIRA;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;20.998.706/0001-00;FMC 202201 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;345480320.28
Classe;20.998.938/0001-50;BRASFOR II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS - EM LIQUIDAÇÃO;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;33057015.75
Classe;20.998.956/0001-31;PRIME CASH FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;21990869.55;0.00;171147.34;0.00;0.00;0.00;0.00;0.00;0.00;21990869.55;0.00;171147.34;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;21.053.703/0001-58;CEDRO FIDC MULTISSETORIAL NP;2025-06-30;4183045.43;0.00;0.00;16032683.15;0.00;0.00;0.00;0.00;0.00;4183045.43;0.00;0.00;16032683.15;0.00;0.00;0.00;0.00;0.00;20353499.16
Classe;21.053.720/0001-95;GLOBALCASH FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL - RESPONSABILIDADE  LIMITA;2025-06-30;42435206.24;0.00;1639386.02;0.00;0.00;663175.78;123836.52;0.00;1361313.78;42435206.24;0.00;1639386.02;0.00;0.00;663175.78;123836.52;0.00;1361313.78;29529929.34
Classe;21.053.898/0001-36;ARTESANAL SPECIAL SITS FIDC MULTISETORIAL - RESPONSABILIDADE LIMITADA;2025-06-30;18623391.10;0.00;6439510.70;0.00;0.00;0.00;0.00;0.00;24860429.50;18623391.10;0.00;6439510.70;0.00;0.00;0.00;0.00;0.00;24860429.50;0.00
Classe;21.081.879/0001-13;CMF FUNDO DE INVESTIMENTOS EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS MULTISSETORIAL LP;2025-06-30;35756977.02;0.00;6676015.10;0.00;0.00;6398856.23;105717.91;0.00;20377566.17;35756977.02;0.00;6676015.10;0.00;0.00;6398856.23;105717.91;0.00;20377566.17;64512169.77
Classe;21.081.952/0001-57;FICOU FÁCIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS EDUCACIONAL RESPONSABILIDADE LIMITADA;2025-06-30;107151109.55;0.00;685975.21;1320748.56;1080014.22;498942.72;1289245.97;117369.48;128879.69;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;21.081.976/0001-06;TAIPATSB FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2025-06-30;137373469.70;0.00;36369051.65;0.00;0.00;15251681.60;13642047.20;0.00;53108078.92;137373469.70;0.00;36369051.65;0.00;0.00;15251681.60;13642047.20;0.00;53108078.92;165526374.04
Classe;21.093.180/0001-73;FIPER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-06-30;0.00;0.00;95440663.97;3197235.11;23391115.23;0.00;0.00;27810378.32;108068735.67;0.00;0.00;95440663.97;3197235.11;23391115.23;0.00;0.00;27810378.32;108068735.67;0.00
Classe;21.126.275/0001-46;VENDA DE VEÍCULOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;2455628406.69;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2455628406.69;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;21.205.491/0001-87;INOVA CREDTECH I FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS FINANCEIRO;2025-06-30;0.00;0.00;0.00;0.00;47371.90;0.00;118883.56;0.00;1792049.10;0.00;0.00;0.00;0.00;47371.90;0.00;118883.56;0.00;1792049.10;0.00
Classe;21.254.441/0001-90;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CAPITAL 5;2025-06-30;42694317.07;0.00;0.00;0.00;0.00;0.00;0.00;0.00;169023.19;42694317.07;0.00;0.00;0.00;0.00;0.00;0.00;0.00;169023.19;8470754.45
Classe;21.254.455/0001-03;PAULISTA INVEST FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;4638511.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;4638511.00;26238478.09
Classe;21.254.851/0001-30;ARPOADOR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;21.360.609/0001-41;ITAÚNA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;21.397.569/0001-02;FS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2025-06-30;39746332.03;0.00;36340648.82;0.00;0.00;403049.54;306958.37;0.00;23167450.90;39746332.03;0.00;36340648.82;0.00;0.00;403049.54;306958.37;0.00;23167450.90;103646259.07
Classe;21.397.715/0001-08;FP GENIAL RECUPERAÇÃO DE CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2025-06-30;10023202.89;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;10023202.89;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;21.397.762/0001-43;PAULISTA VARALI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2025-06-30;1921619.73;0.00;0.00;0.00;0.00;0.00;0.00;0.00;8334417.58;1921619.73;0.00;0.00;0.00;0.00;0.00;0.00;0.00;8334417.58;15140.87
Classe;21.397.791/0001-05;FP POLO PETROS 2 RECUPERAÇÃO DE CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;74269479.42;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;74269479.42;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;21.556.756/0001-91;ATF II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;21.605.486/0001-61;VALORTEC FUNDO DE INVESTIMENTOS EM DIREITOS CREDITÓRIOS;2025-06-30;7112977.92;0.00;604835.45;0.00;0.00;243384.54;2742.09;0.00;1276113.33;7112977.92;0.00;604835.45;0.00;0.00;243384.54;2742.09;0.00;1276113.33;7552795.86
Classe;21.648.446/0001-05;CREDIFIX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;21.824.924/0001-82;CIELO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2025-06-30;586362193.39;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;586362193.39;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;21.888.857/0001-60;OS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISETORIAL - RESPONSABILIDADE LIMITADA;2025-06-30;86121961.40;144402.70;10378644.70;0.00;0.00;0.00;1932548.20;0.00;4408835.70;86121961.40;144402.70;10378644.70;0.00;0.00;0.00;1932548.20;0.00;4408835.70;0.00
Classe;21.917.325/0001-03;LABRADOR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0.00;20241568.90;0.00;26666666.70;0.00;0.00;0.00;0.00;0.00;0.00;20241568.90;0.00;26666666.70;0.00;0.00;0.00;0.00;0.00;0.00
Classe;22.003.546/0001-39;BRL PARTNERS FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;22.003.571/0001-12;INVESTOR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;7777454.77;0.00;919851.04;0.00;0.00;867989.19;231830.00;0.00;760147.04;7777454.77;0.00;919851.04;0.00;0.00;867989.19;231830.00;0.00;760147.04;8468794.57
Classe;22.061.694/0001-00;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS BREOF REAL ESTATE CREDIT RESPONSABILIDADE LIMITADA;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;22.101.473/0001-18;LITUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5241482.62
Classe;22.128.298/0001-52;VALORA GUARDIAN MASTER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;22.150.467/0001-50;VINCI CRÉDITO ESTRUTURADO SELECTION ADVISORY FIC DE DIREITOS CREDITÓRIOS - RESP LIMITADA;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;22.175.345/0001-19;FI EM COTAS DE FI EM DIREITOS CREDITÓRIOS VIA MULTICRÉDITO RESPONSABILIDADE LIMITADA;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;22.175.369/0001-78;CONFIANÇA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;138572024.02;0.00;0.00;51279651.66;0.00;11044674.02;3006850.05;0.00;6317138.91;138572024.02;0.00;0.00;51279651.66;0.00;11044674.02;3006850.05;0.00;6317138.91;76359124.97
Classe;22.175.405/0001-01;MR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;151089291.01;0.00;15579876.72;0.00;0.00;401919.95;934833.04;0.00;2156941.37;151089291.01;0.00;15579876.72;0.00;0.00;401919.95;934833.04;0.00;2156941.37;28765007.15
Classe;22.235.997/0001-00;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ABERTO EAN;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;22.282.621/0001-48;VINCI CRÉDITO ESTRUTURADO SELEÇÃO FIC DE FIDC - RESP LIMITADA;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;22.282.646/0001-41;VINCI CRÉDITO ESTRUTURADO SELECTION MASTER FIC DE FIDC - RESP LIMITADA;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;22.282.851/0001-07;VIRGÍNIA FIC DE FIDC MULTISSETORIAL - RESPONSABILIDADE LIMITADA;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;22.358.482/0001-99;AFINITTY MF FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIROS - RESPONSABILIDADE LIMITADA;2025-06-30;186312264.56;0.00;0.00;0.00;783802746.50;219856374.80;149354181.57;69122605.13;1079965375.99;186312264.56;0.00;0.00;0.00;783802746.50;219856374.80;149354181.57;69122605.13;1079965375.99;0.00
Classe;22.397.286/0001-23;INVESTHOR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;18568829.90;714275.30;3819506.80;392137.60;1563998.60;0.00;0.00;168474.40;5806468.70;18568829.90;714275.30;3819506.80;392137.60;1563998.60;0.00;0.00;168474.40;5806468.70;0.00
Classe;22.397.315/0001-57;BLUMENAU FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;813668.79;0.00;10931299.89;0.00;2663521.40;0.00;11874.70;0.00;1339397.64;813668.79;0.00;10931299.89;0.00;2663521.40;0.00;11874.70;0.00;1339397.64;0.00
Classe;22.406.927/0001-69;INVESTCON FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2025-06-30;9513686.34;0.00;271804.72;0.00;0.00;143866.92;321470.97;0.00;1110845.33;9513686.34;0.00;271804.72;0.00;0.00;143866.92;321470.97;0.00;1110845.33;8381093.94
Classe;22.415.372/0001-11;FUNDO DE RECUPERAÇÃO DE ATIVOS FIDC - RESPONSABILIDADE LIMITADA;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;22.443.425/0001-08;ITAPEVA X  MULTICARTEIRA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;22.588.302/0001-65;ONE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;227738719.79;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;227738719.79;0.00
Classe;22.753.477/0001-80;PJUS PRECATÓRIOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE ILIMITADA;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;22.753.713/0001-69;VENTURA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;65422291.66;0.00;4490676.36;0.00;0.00;885527.82;101275.99;0.00;1988332.50;65422291.66;0.00;4490676.36;0.00;0.00;885527.82;101275.99;0.00;1988332.50;27713433.31
Classe;22.802.113/0001-43;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MUSTANG MULTICARTEIRA - RESPONSABILIDADE LIMITADA;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;22.881.521/0001-38;JC HONORÁRIOS TDA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2025-06-30;174668421.61;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;174668421.61;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;22.945.783/0001-19;LEVE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-06-30;135269325.14;0.00;2846549.98;0.00;0.00;848080.46;955137.28;0.00;969218.59;135269325.14;0.00;2846549.98;0.00;0.00;848080.46;955137.28;0.00;969218.59;87933119.39
Classe;22.945.880/0001-01;REAG SPECIAL SITUATION FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ABERTO;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;22.945.949/0001-05;PENCA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NP;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;22.998.896/0001-82;BRASIL PLURAL SPECIAL SITUATIONS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;23.006.061/0001-61;MARTE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;685391604.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;685391604.80;0.00;0.00;1250000.01
Classe;23.029.136/0001-20;ROYAL OAK FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITORIOS NÃO PADRO;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;23.033.577/0001-03;ILLUMINATI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;23.033.778/0001-00;ITUPEVA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;44238786.55;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;44238786.55;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;23.076.742/0001-04;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS EMPÍRICA OPORTUNA PRECATÓRIOS FEDERAIS RESP LIMITADA;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;23.077.070/0001-43;CHEHOHA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3977587.81
Classe;23.077.181/0001-50;CIMITARRA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - NÃO PADRONIZADOS;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;23.098.169/0001-21;CLASSE ÚNICA DE COTAS DO NFM FIDC DE RESPONSABILIDADE LIMITADA;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;23.104.455/0001-52;SATURNO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;52652826.45;0.00;0.00;3149496.72;0.00;256542.45;0.00;0.00;238092.84;52652826.45;0.00;0.00;3149496.72;0.00;256542.45;0.00;0.00;238092.84;42784464.01
Classe;23.104.468/0001-21;SELECTOR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;23.104.485/0001-69;CVPAR I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-06-30;281373913.90;0.00;1938454.78;0.00;17142683.41;0.00;0.00;0.00;0.00;281373913.90;0.00;1938454.78;0.00;17142683.41;0.00;0.00;0.00;0.00;90924897.07
Classe;23.177.585/0001-15;FLOWINVEST FIC FIDC - RESPONSABILIDADE LIMITADA;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;23.200.278/0001-08;LIVE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;23.200.289/0001-98;CF FUNDO DE INVESTIMENTO EM DIREITOS  CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-06-30;1029154777.94;0.00;101289336.64;0.00;10861579.26;27071886.31;17736502.98;0.00;42078794.27;1029154777.94;0.00;101289336.64;0.00;10861579.26;27071886.31;17736502.98;0.00;42078794.27;300404702.23
Classe;23.216.398/0001-01;MULTIPLICA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;876578764.00;98040536.29;10244994.11;0.00;0.00;166363.25;681688.37;0.00;2116288.98;876578764.00;98040536.29;10244994.11;0.00;0.00;166363.25;681688.37;0.00;2116288.98;211835763.00
Classe;23.216.640/0001-39;JC SILOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADO;2025-06-30;225379900.52;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;225379900.52;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;23.245.575/0001-70;MEG FUNDO DE INVESTIMENTOS EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
