TP_FUNDO_CLASSE;CNPJ_FUNDO_CLASSE;DENOM_SOCIAL;DT_COMPTC;TAB_IX_A1_1_1_COMPRA_MIN;TAB_IX_A1_1_2_COMPRA_MEDIA;TAB_IX_A1_1_3_COMPRA_MAX;TAB_IX_A1_2_1_VENDA_MIN;TAB_IX_A1_2_2_VENDA_MEDIA;TAB_IX_A1_2_3_VENDA_MAX;TAB_IX_A2_1_1_COMPRA_MIN;TAB_IX_A2_1_2_COMPRA_MEDIA;TAB_IX_A2_1_3_COMPRA_MAX;TAB_IX_A2_2_1_VENDA_MIN;TAB_IX_A2_2_2_VENDA_MEDIA;TAB_IX_A2_2_3_VENDA_MAX;TAB_IX_B1_1_1_COMPRA_MIN;TAB_IX_B1_1_2_COMPRA_MEDIA;TAB_IX_B1_1_3_COMPRA_MAX;TAB_IX_B1_2_1_VENDA_MIN;TAB_IX_B1_2_2_VENDA_MEDIA;TAB_IX_B1_2_3_VENDA_MAX;TAB_IX_B2_1_1_COMPRA_MIN;TAB_IX_B2_1_2_COMPRA_MEDIA;TAB_IX_B2_1_3_COMPRA_MAX;TAB_IX_B2_2_1_VENDA_MIN;TAB_IX_B2_2_2_VENDA_MEDIA;TAB_IX_B2_2_3_VENDA_MAX;TAB_IX_C1_1_1_COMPRA_MIN;TAB_IX_C1_1_2_COMPRA_MEDIA;TAB_IX_C1_1_3_COMPRA_MAX;TAB_IX_C1_2_1_VENDA_MIN;TAB_IX_C1_2_2_VENDA_MEDIA;TAB_IX_C1_2_3_VENDA_MAX;TAB_IX_C2_1_1_COMPRA_MIN;TAB_IX_C2_1_2_COMPRA_MEDIA;TAB_IX_C2_1_3_COMPRA_MAX;TAB_IX_C2_2_1_VENDA_MIN;TAB_IX_C2_2_2_VENDA_MEDIA;TAB_IX_C2_2_3_VENDA_MAX;TAB_IX_D1_1_1_COMPRA_MIN;TAB_IX_D1_1_2_COMPRA_MEDIA;TAB_IX_D1_1_3_COMPRA_MAX;TAB_IX_D1_2_1_VENDA_MIN;TAB_IX_D1_2_2_VENDA_MEDIA;TAB_IX_D1_2_3_VENDA_MAX;TAB_IX_D2_1_1_COMPRA_MIN;TAB_IX_D2_1_2_COMPRA_MEDIA;TAB_IX_D2_1_3_COMPRA_MAX;TAB_IX_D2_2_1_VENDA_MIN;TAB_IX_D2_2_2_VENDA_MEDIA;TAB_IX_D2_2_3_VENDA_MAX;TAB_IX_E1_1_1_COMPRA_MIN;TAB_IX_E1_1_2_COMPRA_MEDIA;TAB_IX_E1_1_3_COMPRA_MAX;TAB_IX_E1_2_1_VENDA_MIN;TAB_IX_E1_2_2_VENDA_MEDIA;TAB_IX_E1_2_3_VENDA_MAX;TAB_IX_E2_1_1_COMPRA_MIN;TAB_IX_E2_1_2_COMPRA_MEDIA;TAB_IX_E2_1_3_COMPRA_MAX;TAB_IX_E2_2_1_VENDA_MIN;TAB_IX_E2_2_2_VENDA_MEDIA;TAB_IX_E2_2_3_VENDA_MAX;TAB_IX_F1_1_1_COMPRA_MIN;TAB_IX_F1_1_2_COMPRA_MEDIA;TAB_IX_F1_1_3_COMPRA_MAX;TAB_IX_F1_2_1_VENDA_MIN;TAB_IX_F1_2_2_VENDA_MEDIA;TAB_IX_F1_2_3_VENDA_MAX;TAB_IX_F2_1_1_COMPRA_MIN;TAB_IX_F2_1_2_COMPRA_MEDIA;TAB_IX_F2_1_3_COMPRA_MAX;TAB_IX_F2_2_1_VENDA_MIN;TAB_IX_F2_2_2_VENDA_MEDIA;TAB_IX_F2_2_3_VENDA_MAX
Classe;32.024.768/0001-91;GFS EXCELÊNCIA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Classe;32.068.046/0001-39;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS BUDAPESTE 01;2025-06-30;0.28;0.3;0.31;0;0;0;0.28;0.3;0.31;0;0;0;0.21;0.24;0.25;0;0;0;0.21;0.24;0.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Classe;32.101.535/0001-45;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIROS DE RESPONSABILIDADE LIMITADA DMCARD;2025-06-30;29.54;26.42;1.14104e+007;0;0;0;29.54;26.42;1.14104e+007;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Classe;32.113.780/0001-72;PASSO FUNDO RS FUNDO DE INVESTIMENTO EM DIREITOS  CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0.05;0.56;9.01;0;0;0;0.05;0.56;9.01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Classe;32.113.885/0001-21;MN I FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO-PADRONIZADOS;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Classe;32.155.992/0001-12;GOLDEN BIRD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Classe;32.156.003/0001-05;ATLÂNTICO CORPORATE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO - PADRONIZADOS;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Classe;32.156.017/0001-29;POLONIA FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NÃO PADRONIZADO - FIDC NP;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Classe;32.156.038/0001-44;SUN CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;46.13;47.96;71.41;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Classe;32.156.052/0001-48;RONEPAR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;58.6;68.06;102.52;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Classe;32.156.057/0001-70;HARVEST FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;22.37;23.33;26.98;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Classe;32.162.586/0001-87;GC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;33.78;66.31;268.01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.04;0.04;0.04;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Classe;32.202.903/0001-41;DCASH FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;29.41;42.19;103.86;0;0;0;0;0;0;0;0;0;25.18;46.86;6584.24;0.1;0.1;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.06;0.06;0.06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Classe;32.240.412/0001-95;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS ESPORTES;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Classe;32.273.345/0001-05;PSS ABSOLUTO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;0.1;1.17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Classe;32.274.238/0001-00;SAM 2 - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Classe;32.274.315/0001-13;JAZZ FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS  CREDITÓRIOS;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Classe;32.274.338/0001-28;JAZZ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Classe;32.274.365/0001-09;FCC I - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Classe;32.274.415/0001-40;DELTA ENERGIA STRATEGY - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Classe;32.274.432/0001-87;MALMO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NP;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Classe;32.274.528/0001-45;SANTA ALICE CRÉDITOS JUDICIAIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Classe;32.274.571/0001-00;V11 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - PRECATÓRIOS;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Classe;32.274.625/0001-38;WELLESLEY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Classe;32.274.874/0001-23;CREDIT PARTNERS FUNDO DE INVESTIMENTO EM DIREITO CREDITÓRIOS;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;23.87;46.05;238.46;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.71;4.71;4.71;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Classe;32.287.668/0001-58;ARKOS FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Classe;32.287.737/0001-23;B4 TRUST FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;26.79;45.75;392.13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Classe;32.302.142/0001-08;AVCALA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;25.81;31.89;46.57;0;0;0;25.81;31.89;46.57;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Classe;32.302.163/0001-15;ALPE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;26.35;27.85;71.05;0;0;0;26.35;27.85;71.05;0;0;0;37.8;38.97;41.15;0;0;0;37.8;38.97;41.15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Classe;32.302.284/0001-67;SOLIS WAREHOUSE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL - RESPONSABILIDADE LIMI;2025-06-30;38.1;52.56;53.53;0;0;0;38.1;52.56;53.53;0;0;0;29.7;30.62;31.51;0;0;0;29.7;30.62;31.51;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Classe;32.302.296/0001-91;FUNDO DE INVESTIMENTO EM  DIREITOS CREDITÓRIOS SOLIS EXT CAPITAL;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;23.36;52.62;66.15;0;0;0;23.36;52.62;66.15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Classe;32.311.976/0001-71;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CREDIBLUE-GENIAL;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Classe;32.316.919/0001-85;CASE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;70.29;112.35;147.09;0;0;0;0;0;0;0;0;0;1.96;70.35;403.59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0.07;0.07;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Classe;32.316.940/0001-80;FINANZI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2025-06-30;14.5;45.35;125.02;0;0;0;0;0;0;0;0;0;0.13;38.24;5571.87;0.1;3.34;29.93;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.03;0.04;0.07;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Classe;32.321.306/0001-36;ARAGUAIA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-06-30;4.12;41.77;73.53;0;0;0;4.3;93.47;277.74;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Classe;32.321.307/0001-80;CITY - 02 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS RESPONSABILIDADE ILIMITADA;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;8.45;15.37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Classe;32.321.312/0001-93;211 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2025-06-30;4.84;6.01;28.06;0;0;0;0;0;0;0;0;0;5.06;22.42;28.06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Classe;32.388.130/0001-30;PCS II BT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃOPADRONIZADOS;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;0.1;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Classe;32.388.135/0001-62;MULTIAGRO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;24.15;28.43;33.58;0;0;0;0;0;0;0;0;0;6.79;24.71;62.18;0.1;4.76;34.26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.03;0.06;0.06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Classe;32.388.169/0001-57;CANAL 47 FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO PADRONIZADO;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.03;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Classe;32.388.171/0001-26;UNIQUE II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;29.03;37.95;86.06;0;0;0;0;0;0;0;0;0;27.6;35.97;51.67;0.1;1.06;14.03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.06;0.06;0.06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Classe;32.388.176/0001-59;BOMTRATO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - NÃO PADRONIZADOS;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Classe;32.388.184/0001-03;PSS PRINCIPAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - NÃO PADRONIZADOS;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Classe;32.388.193/0001-96;PSS KYROS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - NÃO PADRONIZADOS;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0.1;0.1;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Classe;32.388.204/0001-38;RADIX SENIOR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Classe;32.400.342/0001-95;KYKLOS N FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE  LIMITADA;2025-06-30;20.43;28.53;32.13;0;0;0;0;0;0;-0.34;-0.54;-0.76;23.92;26.57;31.33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Classe;32.510.444/0001-63;G5 EO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0.1;0.1;0.1;0.1;0.1;0.1;0;0;0;0;0;0;0;0.02;1.21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Classe;32.510.527/0001-52;CANAL 56 FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO PADRONIZADOS;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0.1;0.1;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Classe;32.510.577/0001-30;MULTIPLICA LONG TERM LONGO PRAZO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;39.45;42.65;51.21;0.1;2.13;21.04;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.06;0.06;0.06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Classe;32.510.621/0001-01;MANI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;0.1;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.04;0.05;0.06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Classe;32.511.204/0001-83;ALLUGG FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Classe;32.511.268/0001-84;PREMIER RP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;67.86;113.37;143.13;0;0;0;0;0;0;0;0;0;43.61;116.22;642.55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.04;0.04;0.04;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Classe;32.511.681/0001-49;BLP PCJ VII FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
