TP_FUNDO_CLASSE;CNPJ_FUNDO_CLASSE;DENOM_SOCIAL;DT_COMPTC;TAB_X_NR_COTST_SENIOR_PF;TAB_X_NR_COTST_SENIOR_PJ_NAO_FINANC;TAB_X_NR_COTST_SENIOR_BANCO;TAB_X_NR_COTST_SENIOR_CORRETORA_DISTRIB;TAB_X_NR_COTST_SENIOR_PJ_FINANC;TAB_X_NR_COTST_SENIOR_INVNR;TAB_X_NR_COTST_SENIOR_EAPC;TAB_X_NR_COTST_SENIOR_EFPC;TAB_X_NR_COTST_SENIOR_RPPS;TAB_X_NR_COTST_SENIOR_SEGUR;TAB_X_NR_COTST_SENIOR_CAPITALIZ;TAB_X_NR_COTST_SENIOR_COTA_FIDC;TAB_X_NR_COTST_SENIOR_FII;TAB_X_NR_COTST_SENIOR_OUTRO_FI;TAB_X_NR_COTST_SENIOR_CLUBE;TAB_X_NR_COTST_SENIOR_OUTRO;TAB_X_NR_COTST_SUBORD_PF;TAB_X_NR_COTST_SUBORD_PJ_NAO_FINANC;TAB_X_NR_COTST_SUBORD_BANCO;TAB_X_NR_COTST_SUBORD_CORRETORA_DISTRIB;TAB_X_NR_COTST_SUBORD_PJ_FINANC;TAB_X_NR_COTST_SUBORD_INVNR;TAB_X_NR_COTST_SUBORD_EAPC;TAB_X_NR_COTST_SUBORD_EFPC;TAB_X_NR_COTST_SUBORD_RPPS;TAB_X_NR_COTST_SUBORD_SEGUR;TAB_X_NR_COTST_SUBORD_CAPITALIZ;TAB_X_NR_COTST_SUBORD_COTA_FIDC;TAB_X_NR_COTST_SUBORD_FII;TAB_X_NR_COTST_SUBORD_OUTRO_FI;TAB_X_NR_COTST_SUBORD_CLUBE;TAB_X_NR_COTST_SUBORD_OUTRO
Classe;19.117.931/0001-00;FIDC MRFG FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-06-30;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Classe;19.153.705/0001-77;CREDERE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Classe;19.187.286/0001-94;RUBI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISETORIAL - RESPONSABILIDADE LIMITADA;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Classe;19.187.295/0001-85;VECTOR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  MULTISSETORIAL;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;4;0;3;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Classe;19.221.032/0001-45;FUNDO DE LIQUIDAÇÃO FINANCEIRA FIDC - RESPONSABILIDADE LIMITADA;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Classe;19.388.377/0001-98;ANKARA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Classe;19.388.423/0001-59;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS IOX I;2025-06-30;1;0;1;0;0;0;0;0;0;0;0;0;0;89;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0
Classe;19.390.746/0001-87;ATLAS FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Classe;19.392.834/0001-18;MCA CRÉDITO PRIVADO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE  INVESTIMENTO EM DIREITOS CREDITÓRIO;2025-06-30;1;0;0;0;0;0;0;0;0;0;0;0;0;6254;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Classe;19.424.642/0001-46;LOTUS PERFORMANCE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS;2025-06-30;0;3;0;0;0;0;0;0;0;0;0;0;0;121;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0
Classe;19.424.668/0001-94;PREMIUM FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Classe;19.424.674/0001-41;MB FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISEGMENTOS;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Classe;19.425.573/0001-95;FINANÇA NP - FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NÃO PADRONIZADOS MULTISSETORIAL;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Classe;19.425.700/0001-56;RDF FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2025-06-30;14;2;0;0;0;0;0;0;0;0;0;0;0;38;0;0;23;1;0;0;0;0;0;0;0;0;0;0;0;3;0;0
Classe;19.476.304/0001-58;LATACHE II DISTRESSED FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO PADRONIZADOS;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Classe;19.503.125/0001-62;FAMA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Classe;19.527.871/0001-96;TS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Classe;19.599.487/0001-07;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ZIPDIN I;2025-06-30;0;0;0;1;0;0;0;0;0;0;0;0;0;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;0;0
Classe;19.675.590/0001-80;V7 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - AÇÕES JUDICIAIS;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Classe;19.686.540/0001-07;SG 4870 III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Classe;19.746.810/0001-10;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SUMITOMO RESPONSABILIDADE LIMITADA;2025-06-30;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Classe;19.832.159/0001-09;INX SSPI BONDS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Classe;19.932.422/0001-23;SBK CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL RESPONSABILIDADE LIMITADA;2025-06-30;6;1;0;0;0;0;0;0;0;0;0;0;0;14;0;0;19;1;0;0;0;0;0;0;0;0;0;0;0;6;0;0
Classe;20.057.764/0001-20;HARPIA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE  LIMITADA;2025-06-30;0;0;1;0;0;0;0;0;0;0;0;18;0;109;0;0;4;0;0;0;0;0;0;0;0;0;0;4;0;25;0;0
Classe;20.093.858/0001-55;IB SIGMA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;1;0;0;0;0;0;0;0;0;0;0;0;0;17;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Classe;20.103.394/0001-10;BULLSEYE MASTER I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Classe;20.118.619/0001-02;SG GAINSA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Classe;20.147.269/0001-02;EMPÍRICA LOTUS PLUS FI EM COTAS DE FUNDOS DE INVESTIMENTOS EM DIREITOS CREDITÓRIOS;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0
Classe;20.209.230/0001-72;MBM FUNDO DE INVESTIMENTO EM  DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Classe;20.256.882/0001-68;SETTORE CRÉDITO PRIVADO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
Classe;20.403.406/0001-22;SG II A FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Classe;20.441.301/0001-68;ARTESANAL CRÉDITO PRIVADO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;89;3;0;0;0;0;0;0;0;0;0;0;0;28;0;14934
Classe;20.460.014/0001-03;FLOWINVEST FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-06-30;0;2;0;0;1;0;0;0;0;4;0;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0
Classe;20.486.217/0001-60;V8 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS - AÇÕES JUDICIAIS;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Classe;20.589.460/0001-04;CAPELLA - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Classe;20.636.504/0001-00;PLENO INVEST FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Classe;20.649.717/0001-76;ELDORADO I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0
Classe;20.658.724/0001-34;SIERRA FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Classe;20.717.010/0001-50;SOLITUDE PRECATÓRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0
Classe;20.764.347/0001-18;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS CERES;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Classe;20.791.371/0001-46;INTERBANK FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0;31;0;0;50;4;0;0;0;0;0;0;0;0;0;0;0;7;0;0
Classe;20.820.603/0001-47;RIV DE INVESTIMENTO IMOBILIÁRIO;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0
Classe;20.861.236/0001-20;MAXINVESTOR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS MULTISSETORIAL LP;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Classe;20.867.468/0001-95;INTERSECTOR CRÉDITO ESTUDANTIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0;18;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Classe;20.905.778/0001-57;ACCESS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ABERTO MULTISSETORIAL RESPONSABILIDADE LIMITADA;2025-06-30;0;0;0;0;1;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0
Classe;20.905.862/0001-70;PRIME FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;5;0;6;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Classe;20.906.292/0001-33;TRUST FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Classe;20.953.316/0001-05;PANGU FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL - NÃO PADRONIZADOS;2025-06-30;17;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Classe;20.997.814/0001-50;SPECIAL SITUATIONS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Classe;20.997.817/0001-93;SPECIAL SITUATIONS II FI EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTICARTEIRA;2025-06-30;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Classe;20.997.818/0001-38;SPECIAL SITUATIONS I FI EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTICARTEIRA;2025-06-30;3;0;0;0;0;0;0;0;0;0;0;0;0;0;52;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Classe;20.998.706/0001-00;FMC 202201 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-06-30;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Classe;20.998.938/0001-50;BRASFOR II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS - EM LIQUIDAÇÃO;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Classe;20.998.956/0001-31;PRIME CASH FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Classe;21.053.703/0001-58;CEDRO FIDC MULTISSETORIAL NP;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Classe;21.053.720/0001-95;GLOBALCASH FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL - RESPONSABILIDADE  LIMITA;2025-06-30;29;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0
Classe;21.053.898/0001-36;ARTESANAL SPECIAL SITS FIDC MULTISETORIAL - RESPONSABILIDADE LIMITADA;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0
Classe;21.081.879/0001-13;CMF FUNDO DE INVESTIMENTOS EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS MULTISSETORIAL LP;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Classe;21.081.952/0001-57;FICOU FÁCIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS EDUCACIONAL RESPONSABILIDADE LIMITADA;2025-06-30;0;1;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Classe;21.081.976/0001-06;TAIPATSB FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Classe;21.093.180/0001-73;FIPER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Classe;21.126.275/0001-46;VENDA DE VEÍCULOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Classe;21.205.491/0001-87;INOVA CREDTECH I FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS FINANCEIRO;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Classe;21.254.441/0001-90;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CAPITAL 5;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;0;0;0;0;0;0;0;0;0;0;0;5;0;0
Classe;21.254.455/0001-03;PAULISTA INVEST FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Classe;21.254.851/0001-30;ARPOADOR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90;1;0;0;0;0;0;0;0;0;0;0;0;5;0;145
Classe;21.360.609/0001-41;ITAÚNA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-06-30;71;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Classe;21.397.569/0001-02;FS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2025-06-30;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Classe;21.397.715/0001-08;FP GENIAL RECUPERAÇÃO DE CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0
Classe;21.397.762/0001-43;PAULISTA VARALI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;2;0;0
Classe;21.397.791/0001-05;FP POLO PETROS 2 RECUPERAÇÃO DE CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0
Classe;21.556.756/0001-91;ATF II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Classe;21.605.486/0001-61;VALORTEC FUNDO DE INVESTIMENTOS EM DIREITOS CREDITÓRIOS;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Classe;21.648.446/0001-05;CREDIFIX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
Classe;21.824.924/0001-82;CIELO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Classe;21.888.857/0001-60;OS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISETORIAL - RESPONSABILIDADE LIMITADA;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;1;0;14;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Classe;21.917.325/0001-03;LABRADOR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Classe;22.003.546/0001-39;BRL PARTNERS FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Classe;22.003.571/0001-12;INVESTOR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;7;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Classe;22.061.694/0001-00;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS BREOF REAL ESTATE CREDIT RESPONSABILIDADE LIMITADA;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0
Classe;22.101.473/0001-18;LITUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS;2025-06-30;2;0;1;0;0;0;0;0;0;0;0;0;0;5;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Classe;22.128.298/0001-52;VALORA GUARDIAN MASTER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Classe;22.150.467/0001-50;VINCI CRÉDITO ESTRUTURADO SELECTION ADVISORY FIC DE DIREITOS CREDITÓRIOS - RESP LIMITADA;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Classe;22.175.345/0001-19;FI EM COTAS DE FI EM DIREITOS CREDITÓRIOS VIA MULTICRÉDITO RESPONSABILIDADE LIMITADA;2025-06-30;1415;0;0;0;0;0;0;0;0;0;0;0;0;87;0;0;1177;0;0;0;0;0;0;0;0;0;0;0;0;67;0;0
Classe;22.175.369/0001-78;CONFIANÇA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0;36;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;18;0;0
Classe;22.175.405/0001-01;MR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;1;0;0;0;0;0;0;0;0;0;0;0;0;31;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;9;0;0
Classe;22.235.997/0001-00;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ABERTO EAN;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Classe;22.282.621/0001-48;VINCI CRÉDITO ESTRUTURADO SELEÇÃO FIC DE FIDC - RESP LIMITADA;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;3;0;0;0;0;0;0;0;0;0;0;0;5;0;3
Classe;22.282.646/0001-41;VINCI CRÉDITO ESTRUTURADO SELECTION MASTER FIC DE FIDC - RESP LIMITADA;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0
Classe;22.282.851/0001-07;VIRGÍNIA FIC DE FIDC MULTISSETORIAL - RESPONSABILIDADE LIMITADA;2025-06-30;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;41;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0
Classe;22.358.482/0001-99;AFINITTY MF FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIROS - RESPONSABILIDADE LIMITADA;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Classe;22.397.286/0001-23;INVESTHOR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Classe;22.397.315/0001-57;BLUMENAU FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
