TP_FUNDO_CLASSE;CNPJ_FUNDO_CLASSE;DENOM_SOCIAL;DT_COMPTC;TAB_X_NR_COTST_SENIOR_PF;TAB_X_NR_COTST_SENIOR_PJ_NAO_FINANC;TAB_X_NR_COTST_SENIOR_BANCO;TAB_X_NR_COTST_SENIOR_CORRETORA_DISTRIB;TAB_X_NR_COTST_SENIOR_PJ_FINANC;TAB_X_NR_COTST_SENIOR_INVNR;TAB_X_NR_COTST_SENIOR_EAPC;TAB_X_NR_COTST_SENIOR_EFPC;TAB_X_NR_COTST_SENIOR_RPPS;TAB_X_NR_COTST_SENIOR_SEGUR;TAB_X_NR_COTST_SENIOR_CAPITALIZ;TAB_X_NR_COTST_SENIOR_COTA_FIDC;TAB_X_NR_COTST_SENIOR_FII;TAB_X_NR_COTST_SENIOR_OUTRO_FI;TAB_X_NR_COTST_SENIOR_CLUBE;TAB_X_NR_COTST_SENIOR_OUTRO;TAB_X_NR_COTST_SUBORD_PF;TAB_X_NR_COTST_SUBORD_PJ_NAO_FINANC;TAB_X_NR_COTST_SUBORD_BANCO;TAB_X_NR_COTST_SUBORD_CORRETORA_DISTRIB;TAB_X_NR_COTST_SUBORD_PJ_FINANC;TAB_X_NR_COTST_SUBORD_INVNR;TAB_X_NR_COTST_SUBORD_EAPC;TAB_X_NR_COTST_SUBORD_EFPC;TAB_X_NR_COTST_SUBORD_RPPS;TAB_X_NR_COTST_SUBORD_SEGUR;TAB_X_NR_COTST_SUBORD_CAPITALIZ;TAB_X_NR_COTST_SUBORD_COTA_FIDC;TAB_X_NR_COTST_SUBORD_FII;TAB_X_NR_COTST_SUBORD_OUTRO_FI;TAB_X_NR_COTST_SUBORD_CLUBE;TAB_X_NR_COTST_SUBORD_OUTRO
Classe;46.799.191/0001-02;ARTESANAL FGTS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Classe;46.799.259/0001-45;LUMINAE II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Classe;46.799.305/0001-06;INTER BASE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL - RESPONSABILIDADE LIMITADA;2025-06-30;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Classe;46.879.137/0001-69;PLÊIADES FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Classe;46.879.163/0001-97;CAPITAL MULTICRÉDITOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADO;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Classe;46.879.210/0001-00;PORTION CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Classe;46.879.223/0001-71;GOLDEN BRIDGE FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO PADRONIZADOS;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Classe;46.879.430/0001-26;MULTIPLIER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADO;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Classe;46.909.301/0001-33;SDG II FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO PADRONIZADOS;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0
Classe;46.930.099/0001-21;BALLANGEN 82 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Classe;46.930.133/0001-68;BARDU 82 FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO PADRONIZADOS;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Classe;47.046.831/0001-68;MILÊNIO SUPERNOVA MASTER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Classe;47.085.610/0001-07;FUNDO DE GESTÃO DE ATIVOS DE CRÉDITO - FIDC RESPONSABILIDADE LIMITADA;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0
Classe;47.085.633/0001-03;FUNDO DE CRÉDITO E RECEBÍVEIS - FIDC RESPONSABILIDADE LIMITADA;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0
Classe;47.094.392/0001-69;LIETO11 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADO RESPONSABILIDADE ILIMITADA;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0
Classe;47.117.579/0001-30;CRÉDITO CORPORATIVO SOLIS ITER  FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0
Classe;47.117.622/0001-68;MT SOLIS EXT CAPITAL FIC FIDC RESPONSABILIDADE LIMITADA;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;1;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;1;0;1
Classe;47.117.653/0001-19;CERUS  FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;1;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
Classe;47.117.685/0001-14;SOLIS  KEDU FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;1
Classe;47.117.716/0001-37;MCC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;3;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;2;0;0
Classe;47.117.740/0001-76;ELLEVE NPL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1
Classe;47.117.773/0001-16;SOLIS CONSIGNADO FEDERAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESP LIMITADA;2025-06-30;0;0;0;0;0;0;0;1;0;0;0;8;0;43;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;14;0;0
Classe;47.117.821/0001-76;B33 FUNDO  DE INVESTIMENTO EM DIREITOS CREDITORIOS;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;3;0;0;0;0;0;0;0;0;0;0;3;0;2;0;0
Classe;47.117.855/0001-60;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SOL CONSIG - RESPONSABILIDADE LIMITADA;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;19;0;60;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;22;0;0
Classe;47.151.680/0001-08;FARM TECH IBBA I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-06-30;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0
Classe;47.166.884/0001-12;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS COMERCIAIS VIKING;2025-06-30;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Classe;47.167.918/0001-93;GV ATACAMA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Classe;47.168.064/0001-60;VASTO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Classe;47.227.461/0001-65;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CV 01 RESPONSABILIDADE LIMITADA;2025-06-30;0;0;1;0;0;0;0;0;0;0;0;0;0;13;0;2;0;1;1;0;0;0;0;0;0;0;0;0;0;2;0;0
Classe;47.227.626/0001-07;BOCAINA 051 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Classe;47.227.790/0001-06;SAPPHIRE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0
Classe;47.228.232/0001-65;AGRO FLEX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Classe;47.239.731/0001-58;BARRA RECUPERAÇÕES FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Classe;47.239.759/0001-95;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FRV23 RESPONSABILIDADE LIMITADA;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Classe;47.240.173/0001-40;CONSIGNADOS V FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-06-30;2;0;0;0;0;0;0;0;0;0;0;3;0;61;0;0;20;0;0;0;0;2;0;0;0;0;0;2;0;12;0;0
Classe;47.240.716/0001-20;PORTOSEG FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE ILIMITADA;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Classe;47.240.785/0001-33;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS IS GREEN SOLFÁCIL V DE RESPONSABILIDADE LIMITADA;2025-06-30;2;1;0;0;0;0;1;0;0;0;0;0;0;46;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1
Classe;47.279.584/0001-40;ROMAPE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2025-06-30;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Classe;47.280.025/0001-50;FIDC AGRO CAPITAL FINANCE RESPONSABILIDADE LIMITADA;2025-06-30;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Classe;47.293.897/0001-52;SPECIALE MILENIO MASTER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Classe;47.328.080/0001-72;AGROFUTURO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSEGMENTOS;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Classe;47.410.059/0001-11;BRZ TECFIT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-06-30;23;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Classe;47.410.075/0001-04;COMPASS HIGH YIELD ESTRATÉGIAS FI EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Classe;47.410.102/0001-49;MÖBIUS TOTAL RETURN 1 - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Classe;47.410.122/0001-10;MÖBIUS VD TOTAL RETURN 1 - FIDC MULTICARTEIRA OUTROS - RESP LIMITADA;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Classe;47.410.134/0001-44;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ALTERNATIVE ASSETS IV - E;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Classe;47.424.724/0001-26;MF GROUP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Classe;47.425.628/0001-00;BIOENERGY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Classe;47.425.662/0001-77;IOX SPECIAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NÃO PADRONIZADO;2025-06-30;1;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0
Classe;47.425.691/0001-39;INUIT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0
Classe;47.425.750/0001-79;CEREALIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;0;0;0;10;0;0
Classe;47.425.776/0001-17;FAMA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0
Classe;47.425.841/0001-04;CVPAR II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-06-30;2;0;5;0;0;0;0;0;0;0;0;0;0;30;0;0;5;1;4;0;1;0;0;0;0;0;0;0;0;15;0;0
Classe;47.425.860/0001-30;ATICCA DIGITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Classe;47.425.887/0001-23;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NEON UP;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Classe;47.463.370/0001-29;ÍMPAR II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Classe;47.463.373/0001-62;PANDION FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Classe;47.463.381/0001-09;PCS II PRINCIPAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - NÃO PADRONIZADOS;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0
Classe;47.463.387/0001-86;SOLDI FUNDO DE INVESTIMENTO  EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Classe;47.463.389/0001-75;LEXIS II FUNDO DE INVESTIMENTO EM DIREITOS  CREDITÓRIOS;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Classe;47.463.397/0001-11;ARTESANAL CONSIGNADO PRIVADO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITA;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0
Classe;47.463.403/0001-30;ARTESANAL CP AUTO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0
Classe;47.463.408/0001-63;G5 DOCAS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0
Classe;47.466.676/0001-39;ARTESANAL CDC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0
Classe;47.542.777/0001-41;E-JUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO PADRONIZADOS;2025-06-30;2;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0
Classe;47.629.727/0001-04;CORES I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0
Classe;47.640.584/0001-23;SOL AGORA GREEN ESG FIDC IS SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA;2025-06-30;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;17;0;0
Classe;47.640.619/0001-24;BANQI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Classe;47.669.160/0001-91;XAMA! FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Classe;47.669.200/0001-03;FERT-AGRO FUNDO DE INVESTIMENTO EM  DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2025-06-30;36;1;0;91;0;0;0;0;0;0;0;1;2;6;0;0;4;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0
Classe;47.669.241/0001-91;FIGURATI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Classe;47.669.281/0001-33;AGAZZII FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NÃO-PADRONIZADOS;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Classe;47.669.306/0001-07;TANGUÁ FUNDO DE INVESTIMENTO EM COTAS DE FIDC - RESPONSABILIDADE LIMITADA;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Classe;47.669.805/0001-96;GONN FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2025-06-30;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Classe;47.698.957/0001-17;FATOR HIGH YIELD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSEGMENTOS;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Classe;47.731.522/0001-27;JMP FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Classe;47.756.191/0001-80;FATOR ORTHO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;1;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Classe;47.758.232/0001-77;SIMPALA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;33;2;0;0;0;0;0;0;0;0;0;0;0;6;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0
Classe;47.775.400/0001-32;JOURNEY CAPITAL CRÉDITO ESTRUTURADO 120 MASTER FI EM COTAS DE FI EM DIREITOS CREDITORIOS;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Classe;47.846.781/0001-01;ZENIT FUNDO DE INVESTIMENTO EM  DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Classe;47.846.883/0001-19;FMD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0
Classe;47.846.982/0001-09;FS TATUÍ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Classe;47.847.076/0001-10;IGNIS CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;3;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0
Classe;47.847.106/0001-99;MOBI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0
Classe;47.859.927/0001-45;NACIONAL CRED FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Classe;47.862.139/0001-08;BLUE ROCKET FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Classe;47.896.557/0001-16;UC SUB FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Classe;47.936.340/0001-92;FUNDO DE INVESTIMENTO NAS CADEIAS PRODUTIVAS AGROINDUSTRIAIS OPEA AGRO INSUMOS RESPONSABILIDADE LIMI;2025-06-30;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Classe;47.936.587/0001-09;FARM M II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Classe;47.968.593/0001-48;FUEL II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0
Classe;47.984.217/0001-47;CSHG JUGIS I FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTOS EM DIREITOS CREDITÓRIOS;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;2;0;0;0;0;0;0;0;30;0;43
Classe;47.984.230/0001-04;JUGIS I PRIVATE CLAIMS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Classe;47.984.241/0001-86;JUGIS I PRECATÓRIOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
