TP_FUNDO_CLASSE;CNPJ_FUNDO_CLASSE;DENOM_SOCIAL;DT_COMPTC;TAB_V_A_VL_DIRCRED_PRAZO;TAB_V_A1_VL_PRAZO_VENC_30;TAB_V_A2_VL_PRAZO_VENC_60;TAB_V_A3_VL_PRAZO_VENC_90;TAB_V_A4_VL_PRAZO_VENC_120;TAB_V_A5_VL_PRAZO_VENC_150;TAB_V_A6_VL_PRAZO_VENC_180;TAB_V_A7_VL_PRAZO_VENC_360;TAB_V_A8_VL_PRAZO_VENC_720;TAB_V_A9_VL_PRAZO_VENC_1080;TAB_V_A10_VL_PRAZO_VENC_MAIOR_1080;TAB_V_B_VL_DIRCRED_INAD;TAB_V_B1_VL_INAD_30;TAB_V_B2_VL_INAD_60;TAB_V_B3_VL_INAD_90;TAB_V_B4_VL_INAD_120;TAB_V_B5_VL_INAD_150;TAB_V_B6_VL_INAD_180;TAB_V_B7_VL_INAD_360;TAB_V_B8_VL_INAD_720;TAB_V_B9_VL_INAD_1080;TAB_V_B10_VL_INAD_MAIOR_1080;TAB_V_C_VL_DIRCRED_ANTECIPADO;TAB_V_C1_VL_ANTECIPADO_30;TAB_V_C2_VL_ANTECIPADO_60;TAB_V_C3_VL_ANTECIPADO_90;TAB_V_C4_VL_ANTECIPADO_120;TAB_V_C5_VL_ANTECIPADO_150;TAB_V_C6_VL_ANTECIPADO_180;TAB_V_C7_VL_ANTECIPADO_360;TAB_V_C8_VL_ANTECIPADO_720;TAB_V_C9_VL_ANTECIPADO_1080;TAB_V_C10_VL_ANTECIPADO_MAIOR_1080
Classe;29.800.237/0001-39;ROOT GENERAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;16734636.44;0.00;0.00;0.00;0.00;0.00;0.00;0.00;16734636.44;0.00;0.00;27821345.23;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;27821345.23;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;29.828.733/0001-09;C6 BANK TV1 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-06-30;27463344.94;14399837.77;4318058.99;753327.59;304867.35;25277.20;1539566.85;0.00;6122409.19;0.00;0.00;7251452.69;728017.69;366993.84;385517.60;441436.74;0.00;14892.96;29768.73;2154498.02;3130327.11;0.00;865639.41;864869.91;384.75;384.75;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;29.828.802/0001-76;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ASAAS - RESPONSABILIDADE LIMITADA;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;29.883.183/0001-12;SIRIUS FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MULTIESTRATEGIA;2025-06-30;79269298.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;79269298.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;29.953.928/0001-72;META FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2025-06-30;7509101.86;3294654.08;1008780.80;546905.32;194427.19;86230.60;294364.32;1410878.33;171516.12;501345.10;0.00;938218.08;583402.61;121915.47;58000.00;58000.00;61550.00;5350.00;50000.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;29.957.532/0001-01;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS SABIA CREDIT;2025-06-30;42074178.97;7451829.02;9773646.05;3468196.47;4613189.59;3573837.12;2000218.47;6040663.20;5152599.05;0.00;0.00;7605255.18;4960151.48;2382223.80;262879.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;29.969.815/0001-65;ALAMIN CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL;2025-06-30;117270752.88;8410536.38;1640243.91;255421.23;248289.33;3715856.42;148510.28;13648699.66;29695415.33;30137858.41;29369921.93;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;29.970.181/0001-60;LINK BANK FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NÃO PADRONIZADOS;2025-06-30;9259192.45;5851781.74;1487953.08;396143.08;116063.44;96338.92;94785.95;445957.40;440802.11;142653.43;186713.30;1713613.12;498268.42;43514.00;32443.46;1090871.55;12886.92;10000.00;24185.31;1443.46;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;29.970.251/0001-80;SOLAR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2025-06-30;22842248.37;1205422.68;1327569.86;1597331.10;1563281.18;1535314.67;1503617.24;10584569.23;3012569.25;512573.16;0.00;985461.97;403773.22;165953.39;136659.53;0.00;0.00;279075.83;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;29.986.319/0001-10;KINEA VÉRTICE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ABERTO RESPONSABILIDADE LIMITADA;2025-06-30;351335305.58;0.00;0.00;0.00;0.00;0.00;0.00;11167797.16;0.00;14883599.35;325283909.07;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;30.035.329/0001-59;VIA INVEST II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-06-30;89219635.67;6232593.76;3027212.06;5633750.29;2733719.82;2707283.41;4874671.15;16612795.20;24375736.30;12074728.79;10947144.89;8398.25;7735.45;592.30;70.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;30.127.068/0001-05;ELDORADO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2025-06-30;81369471.94;228228.72;173445.87;155427.65;131717.02;1381341.04;232515.73;51416.81;1470727.90;1441407.07;76103244.13;2910788.90;662117.54;612783.60;296811.87;169414.25;188989.57;188965.35;783287.66;8419.06;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;30.142.432/0001-06;IPÊ - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2025-06-30;64505060.79;8363063.74;48481082.67;5448221.55;1092057.69;0.00;79082.24;1040356.86;0.00;0.00;1196.04;1943970.50;1943970.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;30.143.979/0001-18;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ALUMIE;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;30.144.052/0001-00;DSX FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO DE DIREITOS CREDITÓRIOS;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;30.144.066/0001-16;CITY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO;2025-06-30;844952508.49;3163547.73;3223759.90;2724989.28;2962796.80;3061096.62;2932454.59;91865949.09;283981385.54;277399746.27;173636782.67;31923828.99;2292645.88;2292645.88;2292645.88;2292645.88;2292645.88;2292645.88;13616589.84;4551363.87;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;30.144.093/0001-99;UTILITY CREDIT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;11933504.21;4198642.34;1904085.48;1525934.68;1470076.84;1479455.90;298675.93;671738.65;87301.78;5619.14;291973.47;15929591.41;387828.96;941817.46;1083076.02;379440.36;293072.74;357742.20;11877654.82;608958.85;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;30.177.946/0001-99;CPV PS DUPLICATA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;4699325.93;1765131.52;1196401.38;916281.83;432792.87;108212.30;280506.03;0.00;0.00;0.00;0.00;3826222.74;1199352.76;880939.05;0.00;0.00;0.00;0.00;369015.28;1107046.08;269869.57;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;30.178.001/0001-91;MARFIM FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2025-06-30;7465475.49;3022797.86;2154279.32;1249787.60;593522.81;253056.81;144644.73;44498.96;2887.40;0.00;0.00;46750.00;46750.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;30.283.448/0001-20;FATOR INNOVATION FIAGRO;2025-06-30;10020556.85;141288.37;146486.15;143713.05;143301.09;200490.84;195697.96;3993429.90;2598832.26;2457317.23;0.00;4648669.83;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1294024.38;3354645.45;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;30.283.468/0001-00;CANAL 26 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2025-06-30;36486878.99;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;36486878.99;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;30.283.991/0001-28;ZEUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2025-06-30;26867.86;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;26867.86;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;30.284.028/0001-69;ATF I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-06-30;1780227.53;1729797.66;50429.87;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;30.332.581/0001-20;QUATA ARCEL NPL I FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NÃO PADRONIZADOS;2025-06-30;31526904.22;465800.53;480320.47;457533.62;444049.68;3270767.94;388111.77;2553614.75;5225822.24;2247363.63;15993519.59;3766957.35;321499.18;319536.41;308390.50;289985.69;331562.16;314902.50;1538290.87;342790.04;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;30.332.628/0001-55;CORTEN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;30.366.120/0001-78;FUNDO DE INVESTIMENTO EM  DIREITOS CREDITÓRIOS VCK CONSIGNADOS - RESPONSABILIDADE LIMITADA;2025-06-30;233052080.90;5589313.88;4948862.17;5394308.29;5293872.96;5195154.63;5102294.18;28766824.68;48722181.43;36969800.38;87069468.30;5815799.00;575884.89;368816.61;222360.20;281529.98;299553.29;284888.50;1465232.12;1799311.17;463182.53;55039.71;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;30.366.150/0001-84;SB CRÉDITO MULTIESTRATÉGIA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2025-06-30;3766730.85;0.00;0.00;0.00;0.00;41224.75;39360.64;202254.00;270360.29;155565.20;3057965.97;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;30.366.204/0001-01;ITAPEVA XI MULTICARTEIRA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;349241822.56;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;349241822.56;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;30.366.229/0001-05;ITAPEVA XII MULTICARTEIRA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;30639836.78;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;30639836.78;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;30.418.801/0001-32;CLAIMS II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;21307700.47;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;21307700.47;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;30.418.918/0001-16;FRADE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;30.418.951/0001-46;XPCE SPECIAL SITUATIONS FIC DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;1470889.21;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;0.00;1470888.21;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;30.492.529/0001-30;FIAGRO COOPERCITRUS - RESPONSABILIDADE LIMITADA;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;30.576.238/0001-20;FLORES DO BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;30.576.260/0001-70;ARTESANAL MASTER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;30.590.978/0001-11;AUTOMOTIVO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;199464983.06;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;199464983.06;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;30.591.284/0001-07;MOLEIRO CONSIGNADO FIDC FINANCEIROS DE RESPONSABILIDADE LIMITADA;2025-06-30;315829719.10;6145742.03;13844235.31;13437882.76;12797772.13;12231497.68;11571102.95;62764694.86;105734215.85;58343098.92;18959476.61;83485778.41;1604192.53;1551515.28;1570422.23;1571485.61;1550798.35;1592433.73;9729360.78;20165843.22;22515627.32;21634099.36;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;30.659.203/0001-55;APPALOOSA FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;20277565.99;8632131.94;2943799.38;2698280.37;869733.47;1027238.32;462333.39;1269021.70;2375027.42;0.00;0.00;4519662.46;2983108.32;258333.96;311352.00;0.00;14761.76;31169.76;920936.66;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;30.659.303/0001-81;SIMOCRED FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSEGMENTOS;2025-06-30;5962787.41;960686.15;784578.81;739879.50;560797.98;507775.32;428595.43;1337352.67;614195.20;26187.27;2739.08;657568.36;100964.80;23021.12;44883.32;20990.96;15990.45;22501.07;124952.68;182557.80;121706.16;0.00;267599.30;225599.30;21000.00;21000.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;30.659.408/0001-30;PER FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS - RESPONSABILIDADE LIMITADA;2025-06-30;96427065.91;52060531.17;31369190.83;11468374.37;1142849.61;191315.54;37823.58;94556.28;55116.75;7307.78;0.00;1416372.10;1233007.36;15471.71;15471.71;16790.55;16790.55;17117.14;100404.24;1318.84;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;30.687.481/0001-16;IRIDIUM CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO;2025-06-30;5569009.17;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5569009.17;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;30.791.358/0001-40;G5 SAÚDE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;30.791.451/0001-55;CRESTONE I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;3191806.83;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3191806.83;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;30.808.102/0001-07;SAM - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;16906381.62;0.00;0.00;0.00;0.00;0.00;0.00;0.00;16906381.62;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;30.808.119/0001-56;SG JC III FIC FIDC NP;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;30.828.789/0001-34;DIPLOMATA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;25747907.83;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;25747907.83;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;30.846.602/0001-25;VÔNGOLE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;83303841.64;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;83303841.64;27055121.67;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;27055121.67;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;30.868.828/0001-27;ARC CRÉDITO I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;48052385.36;0.00;0.00;0.00;0.00;5250347.54;0.00;0.00;21748623.19;19555292.49;1498122.14;11552375.66;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;11552375.66;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;30.910.762/0001-96;SOLIS SPECIALE FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;31.024.386/0001-03;GAVEA OPEN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;32471562.30;11105565.68;9736662.65;2183117.53;2090519.12;3855717.43;1505721.05;1994258.84;0.00;0.00;0.00;459128.28;459128.23;0.00;0.00;0.03;0.00;0.00;0.02;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;31.024.416/0001-73;GII CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;31.030.854/0001-44;GRIF CRÉDITO PULVERIZADO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2025-06-30;14005948.78;697482.92;665901.19;635054.88;610439.42;585585.89;563567.80;2924285.19;3671384.95;1904066.98;1748179.56;6900436.25;645422.35;566098.18;333638.01;325573.77;326281.80;331838.67;1668742.38;2539539.17;136420.46;26881.46;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;31.159.172/0001-36;VALORA CAPITAL PARTNERS HY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;31.164.462/0001-78;TARANIS - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-06-30;619100000.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;619100000.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;31.216.519/0001-35;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS XP CRÉDITO MIDDLE;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;31.216.543/0001-74;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS XPCE INFRA;2025-06-30;427011758.39;0.00;0.00;50246528.46;0.00;0.00;0.00;0.00;16844119.56;138543031.76;221378078.61;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;31.216.568/0001-78;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS XPCE SECURITIZAÇÃO;2025-06-30;52924777.99;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;21419360.14;31505417.85;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;31.216.756/0001-04;LOGISTIC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;296448.67;0.00;23576.29;0.00;0.00;0.00;0.00;0.00;272872.38;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;31.238.162/0001-96;MINASFAC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;31.368.600/0001-30;DSX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;371152.12;285295.27;71315.65;14541.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;418447.07;100726.27;65994.50;62410.31;63720.30;87233.40;5031.40;30248.16;3082.73;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;31.368.739/0001-84;KATCH FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
