TP_FUNDO_CLASSE;CNPJ_FUNDO_CLASSE;DENOM_SOCIAL;DT_COMPTC;TAB_X_CLASSE_SERIE;TAB_X_QT_COTA;TAB_X_VL_COTA
Classe;58.056.955/0001-40;SANTA ROSA FIAGRO - DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-06-30;Subclasse Senior;0.00000000;0.00000000
Classe;58.056.955/0001-40;SANTA ROSA FIAGRO - DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-06-30;Subclasse Subordinada Subordinada 1 |;47743.99999939;1046.06181048
Classe;58.059.177/0001-43;RED SEA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-06-30;Subclasse Senior Série 1;39800.00000000;1098.39287000
Classe;58.059.177/0001-43;RED SEA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-06-30;Subclasse Subordinada Subordinada 1 |;5852.77853348;965.16860696
Classe;58.059.847/0001-21;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS VOITER CONSIGNADO III - RESPONSABILIDADE LIMITADA;2025-06-30;Subclasse Senior;0.00000000;0.00000000
Classe;58.059.847/0001-21;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS VOITER CONSIGNADO III - RESPONSABILIDADE LIMITADA;2025-06-30;Subclasse Subordinada Subordinada 1 |;36230.68610000;883.83670244
Classe;58.073.424/0001-66;BACO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;Subclasse Senior;0.00000000;0.00000000
Classe;58.073.424/0001-66;BACO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;Subclasse Subordinada Subordinada 1 |;126084.80907426;1096.73162933
Classe;58.080.296/0001-88;SANTA ANA FI EM COTAS DE FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESP LIMITADA;2025-06-30;Subclasse Senior Série 1;0.00000000;0.00000000
Classe;58.080.296/0001-88;SANTA ANA FI EM COTAS DE FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESP LIMITADA;2025-06-30;Subclasse Subordinada Subordinada 1 |;54776.92862006;1099.79909859
Classe;58.088.190/0001-20;MAIS TODOS PF FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIRO RESPONSABILIDADE LIMITADA;2025-06-30;Subclasse Senior Série 1;12859.81411423;1075.48177424
