TP_FUNDO_CLASSE;CNPJ_FUNDO_CLASSE;DENOM_SOCIAL;DT_COMPTC;TAB_X_CLASSE_SERIE;TAB_X_QT_COTA;TAB_X_VL_COTA
Classe;13.348.521/0001-86;RDG FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL LP;2025-06-30;Subclasse Subordinada Subordinada 1 |;82.86321096;334384.39434087
Classe;13.401.155/0001-81;IRON FUND II TWC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;Subclasse Senior Série 1;8186440.98000000;6.26000000
Classe;13.401.155/0001-81;IRON FUND II TWC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;Subclasse Subordinada Subordinada 1 |;0.00000000;0.00000000
Classe;13.409.986/0001-08;ALBATROZ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - NÃO PADRONIZADOS;2025-06-30;Subclasse Senior Série 1;27.27000000;697548.24000000
Classe;13.409.986/0001-08;ALBATROZ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - NÃO PADRONIZADOS;2025-06-30;Subclasse Subordinada Subordinada 1 |;0.00000000;0.00000000
Classe;13.416.131/0001-04;EGM NP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS MULTISSETORIAL;2025-06-30;Subclasse Senior Série 1;0.00000000;0.00000000
Classe;13.416.131/0001-04;EGM NP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS MULTISSETORIAL;2025-06-30;Subclasse Senior Série 2;0.00000000;0.00000000
Classe;13.416.131/0001-04;EGM NP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS MULTISSETORIAL;2025-06-30;Subclasse Senior Série 3;0.00000000;0.00000000
Classe;13.416.131/0001-04;EGM NP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS MULTISSETORIAL;2025-06-30;Subclasse Subordinada Subordinada 1 |;3451.04647792;18839.76620308
Classe;13.425.492/0001-09;ACTIVA FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL NÃO PADRONIZADOS LP;2025-06-30;Subclasse Senior Série 1;0.00000000;0.00000000
Classe;13.425.492/0001-09;ACTIVA FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL NÃO PADRONIZADOS LP;2025-06-30;Subclasse Senior Série 2;198.20481588;1003.64357504
Classe;13.425.492/0001-09;ACTIVA FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL NÃO PADRONIZADOS LP;2025-06-30;Subclasse Subordinada Subordinada 1 |;79.48865509;277029.75783232
Classe;13.554.539/0001-34;MARIN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2025-06-30;Subclasse Senior Série 1;375.00000000;1049.87685333
Classe;13.554.539/0001-34;MARIN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2025-06-30;Subclasse Subordinada Subordinada 1 |;1138.15099215;3345.82370552
Classe;13.554.539/0001-34;MARIN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2025-06-30;Subclasse Subordinada Mezanino 1 | Série 1;12.00000000;29053.72083333
Classe;13.598.246/0001-59;DUAS RODAS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADO;2025-06-30;Subclasse Senior;0.00000000;0.00000000
Classe;13.598.246/0001-59;DUAS RODAS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADO;2025-06-30;Subclasse Subordinada Subordinada 1 |;32197.83191300;3094.24077308
Classe;13.606.266/0001-24;TERRAS RARAS FIDC MULTISETORIAL DE RESPONSABILIDADE ILIMITADA;2025-06-30;Subclasse Senior Série 1;58.48931859;2802844.67253186
Classe;13.606.266/0001-24;TERRAS RARAS FIDC MULTISETORIAL DE RESPONSABILIDADE ILIMITADA;2025-06-30;Subclasse Senior Série 2;15.30000000;2591570.03986928
Classe;13.606.266/0001-24;TERRAS RARAS FIDC MULTISETORIAL DE RESPONSABILIDADE ILIMITADA;2025-06-30;Subclasse Senior Série 3;130000.00000000;137.35135123
Classe;13.606.266/0001-24;TERRAS RARAS FIDC MULTISETORIAL DE RESPONSABILIDADE ILIMITADA;2025-06-30;Subclasse Subordinada Subordinada 1 |;2.91399108;3308640.08341439
Classe;13.633.964/0001-19;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL INVEST DUNAS LP;2025-06-30;Subclasse Senior Série 1;21323.10053084;3.45581215
Classe;13.633.964/0001-19;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL INVEST DUNAS LP;2025-06-30;Subclasse Subordinada Mezanino 1 | Série 1;143.62668836;69.62000000
Classe;13.633.964/0001-19;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL INVEST DUNAS LP;2025-06-30;Subclasse Subordinada Subordinada 1 |;17874.12638041;0.55000000
Classe;13.711.061/0001-09;4SSETS - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;Subclasse Senior;0.00000000;0.00000000
Classe;13.711.061/0001-09;4SSETS - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;Subclasse Subordinada Subordinada 1 |;24359.88705608;3.18817242
Classe;13.733.804/0001-41;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MIT RESPONSABILIDADE LIMITADA;2025-06-30;Subclasse Senior Série 1;43711.73667550;3394.03607590
Classe;13.733.804/0001-41;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MIT RESPONSABILIDADE LIMITADA;2025-06-30;Subclasse Subordinada Subordinada 1 |;44892.42230400;7512.68335940
Classe;13.762.574/0001-49;SIGULER GUFF (JUS BLC) 2A FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2025-06-30;Subclasse Senior Série 1;37.46000000;969122.22000000
Classe;13.762.574/0001-49;SIGULER GUFF (JUS BLC) 2A FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2025-06-30;Subclasse Subordinada Subordinada 1 |;0.00000000;0.00000000
Classe;13.764.696/0001-74;JC 4870 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2025-06-30;Subclasse Senior;0.00000000;0.00000000
Classe;13.764.696/0001-74;JC 4870 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2025-06-30;Subclasse Subordinada Subordinada 1 |;1.25293417;941578828.16780400
Classe;13.767.420/0001-40;FUNDO DE INVESTIMENTO EM DIREITOS CREDI VAREJO BR;2025-06-30;Subclasse Senior Série 1;0.00000000;0.00000000
Classe;13.767.420/0001-40;FUNDO DE INVESTIMENTO EM DIREITOS CREDI VAREJO BR;2025-06-30;Subclasse Subordinada Subordinada 1 |;20657.36626857;6497.17715922
Classe;13.776.087/0001-35;V4 FIDC NP - AÇÕES JUDICIAIS;2025-06-30;Subclasse Senior Série 1;0.00000000;0.00000000
Classe;13.776.087/0001-35;V4 FIDC NP - AÇÕES JUDICIAIS;2025-06-30;Subclasse Subordinada Subordinada 1 |;147.88803510;685838.45942246
Classe;13.805.152/0001-03;PUMA FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2025-06-30;Subclasse Senior Série 1;39669.24962306;1060.59805415
Classe;13.805.152/0001-03;PUMA FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2025-06-30;Subclasse Senior Série 2;2992.07552356;1036.39209157
Classe;13.805.152/0001-03;PUMA FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2025-06-30;Subclasse Subordinada Subordinada 1 |;21.58005794;6617988.08219511
Classe;13.807.406/0001-22;B8 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;Subclasse Senior Série 1;0.00000000;0.00000000
Classe;13.807.406/0001-22;B8 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;Subclasse Senior Série 2;1200.00000001;252.40736666
Classe;13.807.406/0001-22;B8 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;Subclasse Senior Série 3;4000.00000000;266.52367250
Classe;13.807.406/0001-22;B8 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;Subclasse Senior Série 4;4020.29443300;117.68802705
Classe;13.807.406/0001-22;B8 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;Subclasse Senior Série 5;2622743.96947200;0.73854486
Classe;13.807.406/0001-22;B8 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;Subclasse Senior Série 6;168.16140115;25101.36458862
Classe;13.807.406/0001-22;B8 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;Subclasse Senior Série 7;7264.51435386;1004.68322374
Classe;13.807.406/0001-22;B8 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;Subclasse Senior Série 8;2162.69798846;993.06909307
Classe;13.807.406/0001-22;B8 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;Subclasse Senior Série 9;2960.77258842;1003.38686990
Classe;13.807.406/0001-22;B8 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;Subclasse Subordinada Mezanino 1 | Série 1;124.32338742;25170.28674121
Classe;13.807.406/0001-22;B8 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;Subclasse Subordinada Subordinada 1 |;2982.12856922;3477.17176148
Classe;13.842.701/0001-10;NEW TRADE BANK FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;Subclasse Senior Série 1;20.00000000;69621.83450000
Classe;13.842.701/0001-10;NEW TRADE BANK FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;Subclasse Subordinada Subordinada 1 |;640.59417545;322040.69399332
Classe;13.895.002/0001-38;POLICARD II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-06-30;Subclasse Senior;0.00000000;0.00000000
Classe;13.895.002/0001-38;POLICARD II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-06-30;Subclasse Subordinada Subordinada 1 |;6439.40261605;13423.78079056
Classe;13.963.456/0001-07;VHE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO FINANCEIRO;2025-06-30;Subclasse Senior Série 1;4219.38165301;492.26807555
Classe;13.963.456/0001-07;VHE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO FINANCEIRO;2025-06-30;Subclasse Subordinada Subordinada 1 |;2061.49709175;1644.95943922
Classe;13.963.676/0001-22;HOPE II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSEGMENTOS;2025-06-30;Subclasse Senior;0.00000000;0.00000000
Classe;13.963.676/0001-22;HOPE II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSEGMENTOS;2025-06-30;Subclasse Subordinada Subordinada 1 |;22.44022928;1246204.85250200
Classe;13.974.813/0001-24;G5 BRJUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2025-06-30;Subclasse Senior Série 1;0.00000000;0.00000000
Classe;13.974.813/0001-24;G5 BRJUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2025-06-30;Subclasse Subordinada Subordinada 1 |;368913446.37719238;0.31173484
Classe;13.990.000/0001-28;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISETORIAL ITÁLIA;2025-06-30;Subclasse Senior Série 1;262059.68180927;179.15819825
Classe;13.990.000/0001-28;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISETORIAL ITÁLIA;2025-06-30;Subclasse Subordinada Subordinada 1 |;148316.48803012;0.00000000
Classe;14.038.410/0001-36;G5 MIX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2025-06-30;Subclasse Senior;0.00000000;0.00000000
Classe;14.038.410/0001-36;G5 MIX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2025-06-30;Subclasse Subordinada Subordinada 1 |;2.38668648;4364182.36215089
Classe;14.042.458/0001-18;FEDERAL 4870 IAA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2025-06-30;Subclasse Senior;0.00000000;0.00000000
Classe;14.042.458/0001-18;FEDERAL 4870 IAA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2025-06-30;Subclasse Subordinada Subordinada 1 |;88.83511018;2058234.86321475
Classe;14.051.028/0001-62;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DA INDÚSTRIA EXODUS INSTITUCIONAL - RESPONS. LIMITADA;2025-06-30;Subclasse Senior Série 1;948.88002302;438198.12908131
Classe;14.051.028/0001-62;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DA INDÚSTRIA EXODUS INSTITUCIONAL - RESPONS. LIMITADA;2025-06-30;Subclasse Subordinada Mezanino 1 | Série 1;8.69563701;418091.80233938
Classe;14.051.028/0001-62;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DA INDÚSTRIA EXODUS INSTITUCIONAL - RESPONS. LIMITADA;2025-06-30;Subclasse Subordinada Mezanino 2 | Série 1;0.00000000;0.00000000
Classe;14.051.028/0001-62;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DA INDÚSTRIA EXODUS INSTITUCIONAL - RESPONS. LIMITADA;2025-06-30;Subclasse Subordinada Mezanino 3 | Série 1;695.37798123;162059.71311362
Classe;14.051.028/0001-62;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DA INDÚSTRIA EXODUS INSTITUCIONAL - RESPONS. LIMITADA;2025-06-30;Subclasse Subordinada Subordinada 1 |;0.00031234;110223301082.15409851
Classe;14.109.346/0001-37;FUNDO DE INVESTIMENTOS EM DIREITOS CREDITÓRIOS MULTISEGMENTOS NPL IPANEMA II;2025-06-30;Subclasse Senior;0.00000000;0.00000000
Classe;14.109.346/0001-37;FUNDO DE INVESTIMENTOS EM DIREITOS CREDITÓRIOS MULTISEGMENTOS NPL IPANEMA II;2025-06-30;Subclasse Subordinada Subordinada 1 |;33.21817094;129801.91316939
Classe;14.132.177/0001-56;FUNDO DE INVESTIMENTO EM COTAS DE  FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RED H;2025-06-30;Subclasse Senior Série 1;0.00000000;0.00000000
Classe;14.132.177/0001-56;FUNDO DE INVESTIMENTO EM COTAS DE  FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RED H;2025-06-30;Subclasse Subordinada Subordinada 1 |;39026297.11496850;20.43383172
Classe;14.132.177/0001-56;FUNDO DE INVESTIMENTO EM COTAS DE  FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RED H;2025-06-30;Subclasse Subordinada Mezanino 1 | Série 1;3464370.56788996;16.64244564
Classe;14.138.802/0001-77;SG IV LOCAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;Subclasse Senior Série 1;1837.51000000;62969.52000000
Classe;14.138.802/0001-77;SG IV LOCAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;Subclasse Subordinada Subordinada 1 |;65427.00000000;0.00000000
Classe;14.180.196/0001-58;JC DIVERSIFICADO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2025-06-30;Subclasse Senior;0.00000000;0.00000000
Classe;14.180.196/0001-58;JC DIVERSIFICADO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2025-06-30;Subclasse Subordinada Subordinada 1 |;731.95781383;2431.25369574
Classe;14.283.986/0001-69;FRAM CAPITAL NANSEN II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - NÃO PADRONIZADO;2025-06-30;Subclasse Senior;0.00000000;0.00000000
Classe;14.283.986/0001-69;FRAM CAPITAL NANSEN II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - NÃO PADRONIZADO;2025-06-30;Subclasse Subordinada  |;15393.58845575;1305.33656644
Classe;14.364.744/0001-08;CAPITAL FORTE FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL;2025-06-30;Subclasse Senior Série 1;0.00000000;0.00000000
Classe;14.364.744/0001-08;CAPITAL FORTE FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL;2025-06-30;Subclasse Senior Série 2;0.00000000;0.00000000
Classe;14.364.744/0001-08;CAPITAL FORTE FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL;2025-06-30;Subclasse Senior Série 3;32.00000000;23246.09750000
Classe;14.364.744/0001-08;CAPITAL FORTE FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL;2025-06-30;Subclasse Senior Série 4;45.00000000;15522.33133333
Classe;14.364.744/0001-08;CAPITAL FORTE FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL;2025-06-30;Subclasse Senior Série 5;0.00000000;0.00000000
Classe;14.364.744/0001-08;CAPITAL FORTE FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL;2025-06-30;Subclasse Senior Série 6;993.14965556;682.08958862
Classe;14.364.744/0001-08;CAPITAL FORTE FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL;2025-06-30;Subclasse Senior Série 7;1520.72646310;1099.39941243
Classe;14.364.744/0001-08;CAPITAL FORTE FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL;2025-06-30;Subclasse Subordinada Subordinada 1 |;240.19308110;42702.25696355
Classe;14.481.752/0001-26;PANAREA FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO;2025-06-30;Subclasse Senior;0.00000000;0.00000000
Classe;14.481.752/0001-26;PANAREA FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO;2025-06-30;Subclasse Subordinada Subordinada 1 |;2154.90999000;20222.19328056
Classe;14.605.855/0001-50;DEL MONTE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS;2025-06-30;Subclasse Senior Série 1;3.00000000;2151282.86333333
Classe;14.605.855/0001-50;DEL MONTE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS;2025-06-30;Subclasse Senior Série 2;0.00000000;0.00000000
Classe;14.605.855/0001-50;DEL MONTE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS;2025-06-30;Subclasse Senior Série 3;0.00000000;0.00000000
Classe;14.605.855/0001-50;DEL MONTE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS;2025-06-30;Subclasse Senior Série 4;1.50000000;1403573.76666667
Classe;14.605.855/0001-50;DEL MONTE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS;2025-06-30;Subclasse Senior Série 5;5.00000000;1248200.32000000
Classe;14.605.855/0001-50;DEL MONTE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS;2025-06-30;Subclasse Senior Série 6;0.82928661;1243910.32914423
Classe;14.605.855/0001-50;DEL MONTE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS;2025-06-30;Subclasse Senior Série 7;3.98531265;1126464.79066078
Classe;14.605.855/0001-50;DEL MONTE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS;2025-06-30;Subclasse Senior Série 8;19.83047582;1117760.26461477
Classe;14.605.855/0001-50;DEL MONTE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS;2025-06-30;Subclasse Senior Série 9;3.99881726;1089670.16662322
Classe;14.605.855/0001-50;DEL MONTE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS;2025-06-30;Subclasse Senior Série 10;19.80489831;1086223.67776247
Classe;14.605.855/0001-50;DEL MONTE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS;2025-06-30;Subclasse Senior Série 11;15.00000000;1043077.70200000
Classe;14.605.855/0001-50;DEL MONTE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS;2025-06-30;Subclasse Senior Série 12;3.24408291;1017173.37735983
Classe;14.605.855/0001-50;DEL MONTE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS;2025-06-30;Subclasse Senior Série 13;15.78841176;1828692.85327025
Classe;14.605.855/0001-50;DEL MONTE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS;2025-06-30;Subclasse Senior Série 14;2.00000000;1006865.61000000
Classe;14.605.855/0001-50;DEL MONTE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS;2025-06-30;Subclasse Subordinada Subordinada 1 |;9382.93420872;9705.23438877
Classe;14.605.855/0001-50;DEL MONTE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS;2025-06-30;Subclasse Subordinada Mezanino 1 | Série 1;0.00000000;0.00000000
Classe;14.605.855/0001-50;DEL MONTE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS;2025-06-30;Subclasse Subordinada Mezanino 2 | Série 1;1.99935594;1459832.70992758
Classe;14.605.855/0001-50;DEL MONTE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS;2025-06-30;Subclasse Subordinada Mezanino 3 | Série 1;1.29422954;1456075.47328892
Classe;14.605.855/0001-50;DEL MONTE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS;2025-06-30;Subclasse Subordinada Mezanino 4 | Série 1;4.49485126;1440214.81369330
Classe;14.605.855/0001-50;DEL MONTE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS;2025-06-30;Subclasse Subordinada Mezanino 5 | Série 1;1.69537917;1421776.26259263
Classe;14.605.855/0001-50;DEL MONTE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS;2025-06-30;Subclasse Subordinada Mezanino 6 | Série 1;4.14868060;1408102.42899875
Classe;14.605.855/0001-50;DEL MONTE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS;2025-06-30;Subclasse Subordinada Mezanino 7 | Série 1;2.79387837;1402669.78766152
Classe;14.605.855/0001-50;DEL MONTE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS;2025-06-30;Subclasse Subordinada Mezanino 8 | Série 1;2.00000000;1122259.87000000
Classe;14.605.855/0001-50;DEL MONTE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS;2025-06-30;Subclasse Subordinada Mezanino 9 | Série 1;2.00000000;1121052.72500000
Classe;14.605.855/0001-50;DEL MONTE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS;2025-06-30;Subclasse Subordinada Mezanino 10 | Série 1;1.00000000;1118642.33000000
Classe;14.605.855/0001-50;DEL MONTE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS;2025-06-30;Subclasse Subordinada Mezanino 11 | Série 1;3.30000000;1118040.53939394
Classe;14.605.855/0001-50;DEL MONTE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS;2025-06-30;Subclasse Subordinada Mezanino 12 | Série 1;4.50000000;1106667.86444444
Classe;14.605.855/0001-50;DEL MONTE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS;2025-06-30;Subclasse Subordinada Mezanino 13 | Série 1;1.50000000;1037078.08666667
Classe;14.606.072/0001-91;MILLE - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSEGMENTOS;2025-06-30;Subclasse Senior Série 1;0.00000000;0.00000000
Classe;14.606.072/0001-91;MILLE - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSEGMENTOS;2025-06-30;Subclasse Senior Série 2;0.00000000;0.00000000
Classe;14.606.072/0001-91;MILLE - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSEGMENTOS;2025-06-30;Subclasse Senior Série 3;0.00000000;0.00000000
Classe;14.606.072/0001-91;MILLE - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSEGMENTOS;2025-06-30;Subclasse Subordinada Subordinada 1 |;4723.03136233;25682.22345027
Classe;14.718.674/0001-30;JGM LP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2025-06-30;Subclasse Senior Série 1;421.49270394;48274.40517901
Classe;14.718.674/0001-30;JGM LP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2025-06-30;Subclasse Subordinada Mezanino 1 | Série 1;157.46214148;50403.35686662
Classe;14.718.674/0001-30;JGM LP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2025-06-30;Subclasse Subordinada Subordinada 1 |;1114.61269125;9492.41352001
Classe;14.744.913/0001-27;MULTIPLIX FIC DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-06-30;Subclasse Senior;0.00000000;0.00000000
Classe;14.744.913/0001-27;MULTIPLIX FIC DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-06-30;Subclasse Subordinada Subordinada 1 |;9.41053085;5880279.30148262
Classe;14.770.038/0001-58;MULTIPLIX MULTISSETORIAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-06-30;Subclasse Senior Série 1;104503.66628004;1080.11671865
Classe;14.770.038/0001-58;MULTIPLIX MULTISSETORIAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-06-30;Subclasse Senior Série 2;0.00000000;0.00000000
Classe;14.770.038/0001-58;MULTIPLIX MULTISSETORIAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-06-30;Subclasse Subordinada Mezanino 1 | Série 1;0.00000000;0.00000000
