TP_FUNDO_CLASSE;CNPJ_FUNDO_CLASSE;DENOM_SOCIAL;DT_COMPTC;TAB_IV_A_VL_PL;TAB_IV_B_VL_PL_MEDIO
Classe;55.102.194/0001-28;NEW ERA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;1117614.26;1006688.65
Classe;55.102.997/0001-82;ARC FIAGRO - DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-06-30;18078934.99;17677394.71
Classe;55.105.668/0001-95;VITTRA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2025-06-30;28304325.56;27871034.58
Classe;55.106.118/0001-90;DBANK FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2025-06-30;114703559.49;104629377.90
Classe;55.106.170/0001-47;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DR. SIM;2025-06-30;967883.66;978414.44
Classe;55.106.451/0001-08;CAPITALIZA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2025-06-30;48158337.88;41174382.10
Classe;55.112.192/0001-10;BYX MASTER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  RESPONSABILIDADE LIMITADA;2025-06-30;30424205.89;30404592.93
Classe;55.122.381/0001-73;FUTURO CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2025-06-30;52924063.60;50332506.20
Classe;55.125.894/0001-38;MTR CRÉDITOS SELECIONADOS I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  RESPONSABILIDADE LIMITADA;2025-06-30;202185979.18;197955574.19
Classe;55.135.135/0001-56;ATENA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RECUPERAÇÃO DE CRÉDITO;2025-06-30;981110.79;1008077.00
Classe;55.139.905/0001-39;PLGN EQUIPE FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;31712995.96;29614881.64
Classe;55.140.787/0001-89;SOLIS RECEBÍVEIS COMERCIAIS II FI EM COTAS DE FI EM DIREITOS CREDITORIOS RESPONSABILIDADE LIMITADA;2025-06-30;267686021.87;264036794.24
Classe;55.144.736/0001-25;RENOVAGRO FIAGRO RESPONSABILIDADE LIMITADA;2025-06-30;267335911.82;244042465.96
Classe;55.144.787/0001-57;GERA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;346064481.27;316999836.83
Classe;55.154.982/0001-68;RJ3D FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;44270267.71;42487104.86
Classe;55.157.099/0001-21;GOLDEN TREE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CONSIGNADO PRIVADO;2025-06-30;8789194.91;8682742.79
Classe;55.159.493/0001-07;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NEW EDAN II;2025-06-30;49979.93;58771.35
Classe;55.167.862/0001-03;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - PAGBANK MULTIADQUIRÊNCIA - RESPONSABILIDADE LIMITADA;2025-06-30;58217220.72;0.00
Classe;55.174.856/0001-75;PONTAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;3889055.56;4566252.18
Classe;55.175.561/0001-13;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PRATA DIGITAL III FGTS RESPONSABILIDADE LIMITADA;2025-06-30;191742443.57;196527834.66
Classe;55.198.653/0001-19;PBG FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2025-06-30;153138917.79;153052172.32
Classe;55.201.186/0001-39;KOLEOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;142548.27;152938.69
Classe;55.211.792/0001-35;BW2 FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;47233352.66;46679135.80
Classe;55.234.274/0001-37;AZURE CONSIGNADOS II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-06-30;53166586.13;46870421.11
Classe;55.234.575/0001-60;BW 1 FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;94657455.01;93424730.79
Classe;55.235.473/0001-60;PMFO M8 FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;149070989.15;145114258.80
Classe;55.240.138/0001-50;CAP INVEST FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;21864235.60;20368321.95
Classe;55.241.106/0001-79;ARM CAPITAL PRECATÓRIOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - DE RESPONSABILIDADE LIMITADA;2025-06-30;17770663.44;0.00
Classe;55.241.374/0001-90;PORTAL INSUMOS FUNDO DE INVESTIMENTO NAS CADEIAS PRODUTIVAS AGROINDUSTRIAIS FIAGRO - DC;2025-06-30;15992090.13;0.00
Classe;55.249.383/0001-28;ALGARVE PRECATÓRIOS I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-06-30;50666729.85;50208232.28
Classe;55.251.626/0001-62;ROTTERDAM FIAGRO;2025-06-30;351882482.87;352301120.87
Classe;55.251.884/0001-49;JAZZ CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2025-06-30;141092106.89;141092106.89
Classe;55.255.330/0001-10;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA INCLUSÃO FINANCEIRA PLUS;2025-06-30;110985777.35;95384550.87
Classe;55.257.461/0001-36;SELLOR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2025-06-30;98359342.79;98359342.79
Classe;55.261.422/0001-02;SERIGY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-06-30;162576887.89;150592336.03
Classe;55.296.116/0001-01;MATRI NOW FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;20919099.20;20549978.59
Classe;55.304.169/0001-27;DIAMANTE 44 CRÉDITOS JUDICIAIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;59620590.72;58159299.54
Classe;55.316.469/0001-26;SOMAPAY CARTÃO CONSIGNADO PÚBLICO  FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESP LIMITADA;2025-06-30;34161641.66;30966020.19
Classe;55.318.040/0001-78;SOLIS CAPITAL ANTARES PIONEIRO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS;2025-06-30;424835540.67;416094112.51
Classe;55.325.522/0001-55;POLÍGONO MASTER PRO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;277511449.09;264766012.28
Classe;55.327.697/0001-00;POLÍGONO MASTER QUALI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;65865153.20;34588344.53
Classe;55.328.569/0001-72;PARATII FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-06-30;97524.64;97524.64
Classe;55.330.962/0001-09;LEGATUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;2691285.86;2698599.90
Classe;55.331.248/0001-27;DB DRILLING FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2025-06-30;114747596.64;117139842.27
Classe;55.331.747/0001-14;QUATTRINI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;7277893.18;7211063.67
Classe;55.333.029/0001-87;POTI BANK FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;62700782.85;63123598.52
Classe;55.344.996/0001-44;SCARLET FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2025-06-30;2621380218.58;2537734583.07
Classe;55.345.266/0001-68;GENICART FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;192725063.87;195356322.38
Classe;55.347.951/0001-23;MUGELLO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;448005627.49;448019505.11
Classe;55.363.920/0001-66;PORTO FIC DE FIDC DE RESPONSABILIDADE LIMITADA;2025-06-30;240879982.12;239686208.83
Classe;55.364.405/0001-09;JRP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-06-30;4406955.73;4406955.73
Classe;55.364.540/0001-46;ANGÁ FGTS IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;204138649.48;207633724.55
Classe;55.374.251/0001-28;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS BLUE II SEGMENTO CRÉDITO CORPORATIVO DE RESP LTDA;2025-06-30;221723583.33;0.00
Classe;55.383.671/0001-70;AGRO RECEBÍVEIS FUNDO DE INVESTIMENTO NAS CADEIAS PRODUTIVAS DO AGRONEGÓCIO RESP LIMITADA;2025-06-30;18206730.25;18247232.01
Classe;55.395.204/0001-60;MATRI INFINITY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;23988759.43;23273556.58
Classe;55.401.645/0001-28;QUATÁ FDC FGTS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;168696913.60;172794115.24
Classe;55.406.636/0001-20;AERO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;67188709.56;65626059.94
Classe;55.411.764/0001-61;OPENSEA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;6866537.81;6560465.47
Classe;55.412.790/0001-04;BROOKLYN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-06-30;93932755.69;75452124.12
Classe;55.430.470/0001-87;JUMP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-06-30;2099103.04;2096324.02
Classe;55.445.774/0001-18;FRAGATA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;29608443.09;29833930.80
Classe;55.469.182/0001-36;SC1 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2025-06-30;43447654.56;43153109.28
Classe;55.471.175/0001-79;LSP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  RESPONSABILIDADE LIMITADA;2025-06-30;8007097.16;8201003.05
Classe;55.471.753/0001-77;SELLER II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO RESP LTDA;2025-06-30;1982035788.27;0.00
Classe;55.476.342/0001-74;LAVORO AGRO II FIAGRO - DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-06-30;341386363.98;255496691.19
Classe;55.481.003/0001-86;VB1 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIROS;2025-06-30;31112605.65;43114748.34
Classe;55.483.719/0001-12;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FGTS VISION RESPONSABILIDADE LIMITADA;2025-06-30;49343747.67;48770296.77
Classe;55.485.102/0001-36;IGNIS FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;9541720.82;9438447.36
Classe;55.486.394/0001-21;CONECTA BRASIL FUNDO DE INVESTIMENTO EM DIREITOS  CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-06-30;32492419.98;31983422.40
Classe;55.497.707/0001-47;ROOT CAPITAL HIGH YIELD T360 FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2025-06-30;107845704.80;103892188.90
Classe;55.499.498/0001-70;MENESTYS VII GABLES FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;22476575.79;22133541.53
Classe;55.501.349/0001-07;LAUSANNE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2025-06-30;63993607.02;55949592.36
Classe;55.507.846/0001-04;WESTERN ASSET HIGH GRADE ONE FI EM COTAS DE FI EM DIREITOS CREDITORIOS RESPONSABILIDADE LIMITADA;2025-06-30;219342822.54;216607245.21
Classe;55.508.226/0001-90;THE ONE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-06-30;62585761.33;64257187.56
Classe;55.512.068/0001-41;PRIMER CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-06-30;11909478.08;11061478.96
Classe;55.519.337/0001-00;BT VAREJO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;463731107.72;443890379.74
Classe;55.521.594/0001-78;BTG EMPRESAS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;7413295913.70;2525560352.46
Classe;55.523.204/0001-07;DMX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL - RESPONSABILIDADE LIMITADA;2025-06-30;30064553.09;23923215.75
Classe;55.539.221/0001-24;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS GENIAL MULTI CONSIGNADOS I;2025-06-30;10222586.36;9810090.37
Classe;55.554.537/0001-95;ITAMARACÁ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-06-30;1724944.27;1744762.96
Classe;55.559.261/0001-38;ITAPIRA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;43621698.15;43040045.92
Classe;55.562.158/0001-47;LANDBANK FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-06-30;667346807.44;659389717.21
Classe;55.563.624/0001-09;PLGN MARKETPLACE FUNDO DE  INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;401965176.28;402110851.82
Classe;55.565.510/0001-06;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS TM4;2025-06-30;267961322.70;264873478.05
Classe;55.567.840/0001-22;HOLE IN ONE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;28076174.99;27177560.65
Classe;55.569.572/0001-88;M7 CORAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;22471910.97;22130246.93
Classe;55.579.164/0001-07;VERA CRUZ II - ATIVOS JUDICIAIS - PROCESSO DE CONHECIMENTO - FIDC - RESPONSABILIDADE LIMITADA;2025-06-30;12815388.17;11706989.50
Classe;55.581.400/0001-20;INSS SOLIS ITER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-06-30;170395463.44;152946761.18
Classe;55.582.283/0001-19;JIVE DISTRESSED & SPECIAL SITS IV (OFFSHORE) FIDC RESPONSABILIDADE LIMITADA;2025-06-30;262769163.04;259067631.29
Classe;55.586.406/0001-90;LEPTA SPECIAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;22890659.37;51340412.48
Classe;55.595.058/0001-17;ATIVOS ESPECIAIS IV A FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;79160968.28;69593745.34
Classe;55.595.137/0001-28;JIF II CRÉDITOS - FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS CRÉDITO PRIVADO;2025-06-30;1334547822.27;1323641140.64
Classe;55.595.705/0001-90;NN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CRÉDITO CORPORATIVO - RESPONSABILIDADE LIMITADA;2025-06-30;71006085.44;70823244.37
Classe;55.596.335/0001-06;GO.BANK FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;15906300.59;12106936.56
Classe;55.609.516/0001-20;SIGHT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-06-30;10806333.90;8936960.64
Classe;55.610.024/0001-54;DEFFENDER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  RESPONSABILIDADE LIMITADA;2025-06-30;12610051.38;12319199.57
Classe;55.619.752/0001-27;MAX 90 FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;7297687.56;7637604.44
Classe;55.626.024/0001-42;INSOL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2025-06-30;2460692.13;2261126.63
Classe;55.626.390/0001-00;OX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;45946544.60;45227465.16
Classe;55.633.169/0001-70;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS AMETISTA II - RESPONSABILIDADE LIMITADA;2025-06-30;109263995.63;109263995.63
Classe;55.634.707/0001-41;CORPORATE VENTURE CAPITAL EVOLUTION FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;44375325.11;43311086.05
Classe;55.635.126/0001-24;VAIL III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-06-30;68443229.21;64916480.83
Classe;55.636.084/0001-46;EXPLORER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-06-30;2185385.73;2160530.93
Classe;55.651.473/0001-40;VEXO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-06-30;7566327.81;4324938.83
Classe;55.653.447/0001-51;TUNE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-06-30;127741308.06;127752675.95
Classe;55.657.044/0001-80;ANIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2025-06-30;32118384.74;28595858.73
Classe;55.657.825/0001-75;APOGE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2025-06-30;68127396.21;58599279.60
Classe;55.658.832/0001-91;MOOREA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;22775782.47;21616666.74
Classe;55.659.693/0001-10;CONSULT PRECATÓRIOS E RECEBÍVEIS  FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESP LIMITADA;2025-06-30;9200048.74;9170086.66
Classe;55.665.127/0001-11;WH INVEST FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-06-30;785821.96;954098.22
Classe;55.675.974/0001-67;LUME FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2025-06-30;10133204.35;7227667.63
Classe;55.676.289/0001-55;MIDCARD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-06-30;74936058.33;72803320.37
Classe;55.682.228/0001-09;SPECIALE FI EM COTAS DE FUNDOS DE INVESTIMENTOS EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-06-30;682400336.85;599089666.68
Classe;55.685.665/0001-78;IRONWOOD CONSIG MULTI I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2025-06-30;98071351.83;92047125.59
Classe;55.690.923/0001-04;CAPITAL DIRETO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO;2025-06-30;2172140.20;2175957.17
Classe;55.691.548/0001-17;LIQ FUNDO DE INVESTIMENTO NAS CADEIAS PRODUTIVAS AGROINDUSTRIAIS - FIAGRO - DIREITOS CREDITÓRIOS;2025-06-30;17830862.21;17757426.21
Classe;55.693.852/0001-01;MÓDENA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2025-06-30;57347241.18;59622496.35
Classe;55.694.842/0001-82;NEO 8 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2025-06-30;3274845.26;2914677.85
Classe;55.695.976/0001-18;FALCON CONSIGNADO FUNDO DE  INVESTIMENTOS EM DIREITOS CREDITÓRIOS;2025-06-30;276833875.44;275903366.86
Classe;55.706.529/0001-17;FÊNIX  FUNDO  DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS  RESPONSABILIDADE  LIMITADA;2025-06-30;646234075.52;622395876.52
Classe;55.708.679/0001-60;AMETISTA I FUNDO DE INVESTIMENTO  EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-06-30;12203104.87;13861944.12
Classe;55.711.612/0001-84;TARTUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2025-06-30;241077683.79;239618040.10
Classe;55.711.648/0001-68;RIO BRAVO INLIRA STEFANINI CONSÓRCIO FIDC DE RESPONSABILIDADE LIMITADA;2025-06-30;70917535.87;70052879.51
Classe;55.720.253/0001-21;ITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS RESPONSABILIDADE ILIMITADA;2025-06-30;634771380.68;653985403.61
Classe;55.726.318/0001-46;AGRO REAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FIAGRO;2025-06-30;4907049.51;4799315.84
Classe;55.728.426/0001-58;ISAAC CREDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS FINANCEIROS DE RESPONSABILIDADE LIMITADA;2025-06-30;105760698.02;112171608.83
Classe;55.728.962/0001-53;JMP43 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;19923314.76;19508451.07
Classe;55.747.288/0001-54;TOP SETORIAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;2588125.44;2675259.66
Classe;55.749.847/0001-65;BR8 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;26041241.51;25432959.38
Classe;55.752.712/0001-59;ROMA CONSIGNADO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;18600014.77;18651304.04
Classe;55.768.038/0001-09;ST 1011 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-06-30;-0.03;29778672.28
Classe;55.768.218/0001-82;SF3 QUATÁ FUNDO DE INVESTIMENTO EM DIREITOS  CREDITÓRIOS;2025-06-30;61265533.36;64939948.18
Classe;55.768.379/0001-76;FGTS V FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;26000000.00;26000000.00
Classe;55.768.864/0001-40;CLASSE ÚNICA DE COTAS DO SIMPPLIFY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;15109880.85;5036626.95
Classe;55.790.118/0001-52;OPINVEST FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;11559069.41;10976193.63
Classe;55.790.739/0001-36;PAZ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-06-30;63222570.11;65073680.59
Classe;55.791.365/0001-73;GOTHAN FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTOS EM DIREITOS CREDITÓRIOS;2025-06-30;106339871.27;105803345.95
Classe;55.798.735/0001-02;GAVIC FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;6651257.01;6520155.32
Classe;55.808.689/0001-77;CHIMERA ALTERNATIVE ASSETS IX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADR. DE RESP. LTDA;2025-06-30;14361489.23;14042607.37
Classe;55.819.223/0001-77;INVESTMONEY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  RESPONSABILIDADE LIMITADA;2025-06-30;3010104.19;2711738.96
Classe;55.823.114/0001-23;MANSELL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;307227660.30;307241600.36
Classe;55.825.226/0001-13;FRAM CAPITAL VIGGO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;3248131.65;3159404.59
Classe;55.825.916/0001-72;ORRAM VP FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;70412604.99;70382726.35
Classe;55.835.986/0001-01;ORRAM ESTRUTURADO FIC DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-06-30;75741712.56;75611334.25
Classe;55.843.467/0001-95;CONSIGNADOS VI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-06-30;205621524.57;173167022.14
Classe;55.847.499/0001-69;SIZE FÁCIL FUNDO DE INVESTIMENTO EM  DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-06-30;86090576.09;84729115.48
Classe;55.847.813/0001-03;SIZE PROSP FUNDO DE INVESTIMENTO EM  DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-06-30;45652547.40;41895162.72
Classe;55.852.782/0001-89;ZERAZERO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-06-30;1331750.44;1338684.07
Classe;55.859.549/0001-28;ZETA FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO;2025-06-30;2014583963.91;1866419838.59
Classe;55.891.858/0001-85;DAYTONA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS  RESPONSABILIDADE LIMITADA;2025-06-30;3095647.00;2159172.76
Classe;55.891.903/0001-00;SP TUNE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-06-30;194617712.72;194632550.11
Classe;55.897.261/0001-48;VIA CERTA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIROS;2025-06-30;23445310.19;0.00
Classe;55.898.077/0001-12;TITÂNIA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;386885254.57;386899132.19
Classe;55.898.553/0001-03;MORE 051 FI EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-06-30;30581115.71;28216745.97
