TP_FUNDO_CLASSE;CNPJ_FUNDO_CLASSE;DENOM_SOCIAL;DT_COMPTC;TAB_X_CLASSE_SERIE;ID_SUBCLASSE;TAB_X_NR_COTST
Classe;37.121.165/0001-21;COOPERA FEEDER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;Subclasse Sênior;;0
Classe;37.121.165/0001-21;COOPERA FEEDER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;Subclasse Subordinada Subordinada 1 |;;3
Classe;37.121.216/0001-15;HOD MULTIPLICA 30 FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;Subclasse Sênior;;0
Classe;37.121.216/0001-15;HOD MULTIPLICA 30 FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;Subclasse Subordinada Subordinada 1 |;;232
Classe;37.227.754/0001-99;ANGÁ TOTAL RETURN FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO  EM DIREITOS CREDITÓRIOS;2025-06-30;Subclasse Sênior Série 1;;64
Classe;37.227.754/0001-99;ANGÁ TOTAL RETURN FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO  EM DIREITOS CREDITÓRIOS;2025-06-30;Subclasse Subordinada Subordinada 1 |;;0
Classe;37.266.557/0001-89;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS TM II RESPONSABILIDADE LIMITADA;2025-06-30;Subclasse Sênior;;0
Classe;37.266.557/0001-89;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS TM II RESPONSABILIDADE LIMITADA;2025-06-30;Subclasse Subordinada Subordinada 1 |;;2
Classe;37.284.201/0001-78;ARTESANAL RECEBÍVEIS IMOBILIÁRIOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE L;2025-06-30;Subclasse Sênior Série 1;;18
Classe;37.284.201/0001-78;ARTESANAL RECEBÍVEIS IMOBILIÁRIOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE L;2025-06-30;Subclasse Sênior Série 2;;3
Classe;37.284.201/0001-78;ARTESANAL RECEBÍVEIS IMOBILIÁRIOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE L;2025-06-30;Subclasse Subordinada Mezanino 1 | Série 1;;7
Classe;37.284.201/0001-78;ARTESANAL RECEBÍVEIS IMOBILIÁRIOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE L;2025-06-30;Subclasse Subordinada Mezanino 2 | Série 1;;2
Classe;37.284.201/0001-78;ARTESANAL RECEBÍVEIS IMOBILIÁRIOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE L;2025-06-30;Subclasse Subordinada Subordinada 1 |;;3
Classe;37.287.717/0001-76;BTG PACTUAL CRÉDITO ESTRUTURADO FI EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITORIOS;2025-06-30;Subclasse Sênior Série 1;;800
Classe;37.287.717/0001-76;BTG PACTUAL CRÉDITO ESTRUTURADO FI EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITORIOS;2025-06-30;Subclasse Subordinada Subordinada 1 |;;0
Classe;37.294.759/0001-34;GALLERIA HOME EQUITY FIDC;2025-06-30;Subclasse Sênior Série 1;;0
Classe;37.294.759/0001-34;GALLERIA HOME EQUITY FIDC;2025-06-30;Subclasse Sênior Série 2;;14
Classe;37.294.759/0001-34;GALLERIA HOME EQUITY FIDC;2025-06-30;Subclasse Sênior Série 3;;31
Classe;37.294.759/0001-34;GALLERIA HOME EQUITY FIDC;2025-06-30;Subclasse Sênior Série 4;;0
Classe;37.294.759/0001-34;GALLERIA HOME EQUITY FIDC;2025-06-30;Subclasse Sênior Série 5;;1
Classe;37.294.759/0001-34;GALLERIA HOME EQUITY FIDC;2025-06-30;Subclasse Subordinada Mezanino 1 | Série 1;;7
Classe;37.294.759/0001-34;GALLERIA HOME EQUITY FIDC;2025-06-30;Subclasse Subordinada Mezanino 2 | Série 1;;1
Classe;37.294.759/0001-34;GALLERIA HOME EQUITY FIDC;2025-06-30;Subclasse Subordinada Subordinada 1 |;;1
Classe;37.294.908/0001-65;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS CCS ASSET II - RESPONSABILIDADE LIMITADA;2025-06-30;Subclasse Sênior;;0
Classe;37.294.908/0001-65;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS CCS ASSET II - RESPONSABILIDADE LIMITADA;2025-06-30;Subclasse Subordinada Subordinada 1 |;;1
Classe;37.298.599/0001-00;QUARTER PRECATÓRIOS FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2025-06-30;Subclasse Sênior Série 1;;3
Classe;37.298.599/0001-00;QUARTER PRECATÓRIOS FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2025-06-30;Subclasse Subordinada Subordinada 1 |;;3
Classe;37.310.965/0001-90;G5 SANEAMENTO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;Subclasse Sênior Série 1;;1
Classe;37.310.965/0001-90;G5 SANEAMENTO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;Subclasse Subordinada Subordinada 1 |;;1
Classe;37.348.481/0001-30;PRECATÓRIOS E CRÉDITOS JUDICIAIS LEXIS I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NP;2025-06-30;Subclasse Sênior;;0
Classe;37.348.481/0001-30;PRECATÓRIOS E CRÉDITOS JUDICIAIS LEXIS I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NP;2025-06-30;Subclasse Subordinada Subordinada 1 |;;34
Classe;37.351.013/0001-15;CS FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2025-06-30;Subclasse Sênior Série 1;;1
Classe;37.351.013/0001-15;CS FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2025-06-30;Subclasse Sênior Série 2;;0
Classe;37.351.013/0001-15;CS FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2025-06-30;Subclasse Sênior Série 3;;0
Classe;37.351.013/0001-15;CS FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2025-06-30;Subclasse Sênior Série 4;;1
Classe;37.351.013/0001-15;CS FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2025-06-30;Subclasse Sênior Série 5;;6
Classe;37.351.013/0001-15;CS FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2025-06-30;Subclasse Sênior Série 6;;1
Classe;37.351.013/0001-15;CS FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2025-06-30;Subclasse Sênior Série 7;;1
Classe;37.351.013/0001-15;CS FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2025-06-30;Subclasse Subordinada Subordinada 1 |;;5
Classe;37.388.031/0001-71;HC HIDROCARBON FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2025-06-30;Subclasse Sênior Série 1;;0
Classe;37.388.031/0001-71;HC HIDROCARBON FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2025-06-30;Subclasse Subordinada Subordinada 1 |;;4
Classe;37.406.746/0001-00;ETL FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO RESPONSABILIDADE LIMITADA;2025-06-30;Subclasse Sênior;;0
Classe;37.406.746/0001-00;ETL FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO RESPONSABILIDADE LIMITADA;2025-06-30;Subclasse Subordinada Subordinada 1 |;;1
Classe;37.406.818/0001-19;ARTESANAL REAL ESTATE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;Subclasse Sênior Série 1;;31
Classe;37.406.818/0001-19;ARTESANAL REAL ESTATE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;Subclasse Subordinada  |;;0
Classe;37.436.930/0001-00;ROCKET PRECATÓRIOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;Subclasse Sênior;;0
Classe;37.436.930/0001-00;ROCKET PRECATÓRIOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;Subclasse Subordinada Subordinada 1 |;;8
Classe;37.457.367/0001-49;POSITIVO II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-06-30;Subclasse Sênior;;0
Classe;37.457.367/0001-49;POSITIVO II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-06-30;Subclasse Subordinada Subordinada 1 |;;1
Classe;37.457.423/0001-45;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ATIVOS JUDICIAIS I RESPONSABILIDADE LIMITADA;2025-06-30;Subclasse Sênior Série 1;;0
Classe;37.457.423/0001-45;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ATIVOS JUDICIAIS I RESPONSABILIDADE LIMITADA;2025-06-30;Subclasse Sênior Série 2;;0
Classe;37.457.423/0001-45;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ATIVOS JUDICIAIS I RESPONSABILIDADE LIMITADA;2025-06-30;Subclasse Sênior Série 3;;0
Classe;37.457.423/0001-45;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ATIVOS JUDICIAIS I RESPONSABILIDADE LIMITADA;2025-06-30;Subclasse Sênior Série 4;;0
Classe;37.457.423/0001-45;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ATIVOS JUDICIAIS I RESPONSABILIDADE LIMITADA;2025-06-30;Subclasse Sênior Série 5;;0
Classe;37.457.423/0001-45;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ATIVOS JUDICIAIS I RESPONSABILIDADE LIMITADA;2025-06-30;Subclasse Sênior Série 6;;0
Classe;37.457.423/0001-45;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ATIVOS JUDICIAIS I RESPONSABILIDADE LIMITADA;2025-06-30;Subclasse Sênior Série 7;;0
Classe;37.457.423/0001-45;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ATIVOS JUDICIAIS I RESPONSABILIDADE LIMITADA;2025-06-30;Subclasse Sênior Série 8;;4
Classe;37.457.423/0001-45;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ATIVOS JUDICIAIS I RESPONSABILIDADE LIMITADA;2025-06-30;Subclasse Sênior Série 9;;1
Classe;37.457.423/0001-45;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ATIVOS JUDICIAIS I RESPONSABILIDADE LIMITADA;2025-06-30;Subclasse Subordinada Mezanino 1 | Série 1;;0
Classe;37.457.423/0001-45;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ATIVOS JUDICIAIS I RESPONSABILIDADE LIMITADA;2025-06-30;Subclasse Subordinada Mezanino 2 | Série 1;;0
Classe;37.457.423/0001-45;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ATIVOS JUDICIAIS I RESPONSABILIDADE LIMITADA;2025-06-30;Subclasse Subordinada Mezanino 3 | Série 1;;0
Classe;37.457.423/0001-45;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ATIVOS JUDICIAIS I RESPONSABILIDADE LIMITADA;2025-06-30;Subclasse Subordinada Subordinada 1 |;;29
Classe;37.484.183/0001-78;STEP-UP XIV FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS RESPONSABILIDADE LIMITADA;2025-06-30;Subclasse Sênior Série 1;;4
Classe;37.484.183/0001-78;STEP-UP XIV FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS RESPONSABILIDADE LIMITADA;2025-06-30;Subclasse Subordinada Mezanino 1 | Série 1;;0
Classe;37.484.372/0001-40;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ATIVOS JUDICIAIS II;2025-06-30;Subclasse Sênior;;0
Classe;37.484.372/0001-40;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ATIVOS JUDICIAIS II;2025-06-30;Subclasse Subordinada Subordinada 1 |;;2
Classe;37.511.729/0001-32;FUEL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-06-30;Subclasse Sênior;;0
Classe;37.511.729/0001-32;FUEL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-06-30;Subclasse Subordinada Subordinada 1 |;;3
Classe;37.511.828/0001-14;MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA;2025-06-30;Subclasse Sênior Série 1;;1
Classe;37.511.828/0001-14;MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA;2025-06-30;Subclasse Subordinada Mezanino 1 | Série 1;;1
Classe;37.511.828/0001-14;MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA;2025-06-30;Subclasse Subordinada Subordinada 1 |;;1
Classe;37.511.950/0001-90;FAST CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;Subclasse Sênior Série 1;;0
Classe;37.511.950/0001-90;FAST CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;Subclasse Subordinada Subordinada 1 |;;2
Classe;37.529.228/0001-83;ACTIUM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO;2025-06-30;Subclasse Sênior;;0
Classe;37.529.228/0001-83;ACTIUM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO;2025-06-30;Subclasse Subordinada Subordinada 1 |;;2
Classe;37.564.538/0001-39;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CLAIMS;2025-06-30;Subclasse Sênior;;0
Classe;37.564.538/0001-39;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CLAIMS;2025-06-30;Subclasse Subordinada Subordinada 1 |;;2
Classe;37.608.746/0001-92;DT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;Subclasse Sênior;;0
Classe;37.608.746/0001-92;DT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;Subclasse Subordinada Subordinada 1 |;;3
Classe;37.608.798/0001-69;OG CRED FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2025-06-30;Subclasse Sênior Série 1;;1
Classe;37.608.798/0001-69;OG CRED FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2025-06-30;Subclasse Subordinada Subordinada 1 |;;3
Classe;37.622.704/0001-06;ONE7 MAIS CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;Subclasse Sênior;;0
Classe;37.622.704/0001-06;ONE7 MAIS CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;Subclasse Subordinada Subordinada 1 |;;0
Classe;37.645.459/0001-52;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS BASSANO DI GRAPPO - RESPONSABILIDADE LIMITADA;2025-06-30;Subclasse Sênior;;0
Classe;37.645.459/0001-52;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS BASSANO DI GRAPPO - RESPONSABILIDADE LIMITADA;2025-06-30;Subclasse Subordinada Subordinada 1 |;;1
Classe;37.654.045/0001-90;QUATÁ NX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-06-30;Subclasse Sênior;;0
Classe;37.654.045/0001-90;QUATÁ NX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-06-30;Subclasse Subordinada Subordinada 1 |;;5
Classe;37.683.354/0001-98;MFD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2025-06-30;Subclasse Sênior;;0
Classe;37.683.354/0001-98;MFD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2025-06-30;Subclasse Subordinada Subordinada 1 |;;0
Classe;37.703.020/0001-39;VIOLIN 8432 CRÉDITOS JUDICIAIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;Subclasse Sênior Série 1;;4
Classe;37.703.020/0001-39;VIOLIN 8432 CRÉDITOS JUDICIAIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;Subclasse Subordinada Subordinada 1 |;;0
Classe;37.720.020/0001-47;FIDC MILAS II - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;Subclasse Sênior Série 1;;1
Classe;37.720.020/0001-47;FIDC MILAS II - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;Subclasse Subordinada Subordinada 1 |;;0
Classe;37.720.148/0001-00;VIOLIN 8432 (2) CRÉDITOS JUDICIAIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;Subclasse Sênior Série 1;;4
Classe;37.720.148/0001-00;VIOLIN 8432 (2) CRÉDITOS JUDICIAIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;Subclasse Subordinada Subordinada 1 |;;1
Classe;37.720.328/0001-92;C3E CRÉDITOS JUDICIAIS FI EM COTAS DE FI EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-06-30;Subclasse Sênior Série 1;;2
Classe;37.720.328/0001-92;C3E CRÉDITOS JUDICIAIS FI EM COTAS DE FI EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-06-30;Subclasse Subordinada Subordinada 1 |;;1
Classe;37.720.508/0001-74;PEREGRINE BRAZIL - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;Subclasse Sênior;;0
Classe;37.720.508/0001-74;PEREGRINE BRAZIL - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;Subclasse Subordinada Subordinada 1 |;;1
Classe;37.780.694/0001-37;SONAR PRECATÓRIOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;Subclasse Sênior Série 1;;0
Classe;37.780.694/0001-37;SONAR PRECATÓRIOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;Subclasse Subordinada Subordinada 1 |;;2
Classe;37.910.672/0001-44;SANTOFORTE FUNDO DE INVESTIMENTOS EM DIREITOS CREDITÓRIOS;2025-06-30;Subclasse Sênior;;0
Classe;37.910.672/0001-44;SANTOFORTE FUNDO DE INVESTIMENTOS EM DIREITOS CREDITÓRIOS;2025-06-30;Subclasse Subordinada Subordinada 1 |;;5
Classe;37.970.369/0001-37;MHX FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;Subclasse Sênior Série 1;;394
Classe;37.970.369/0001-37;MHX FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;Subclasse Subordinada Subordinada 1 |;;0
Classe;37.980.187/0001-47;QUINTO ANDAR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2025-06-30;Subclasse Sênior;;0
Classe;37.980.187/0001-47;QUINTO ANDAR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2025-06-30;Subclasse Subordinada Subordinada 1 |;;1
Classe;38.001.854/0001-65;ALCANCE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;Subclasse Sênior;;0
Classe;38.001.854/0001-65;ALCANCE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;Subclasse Subordinada Subordinada 1 |;;1
Classe;38.051.251/0001-78;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS IS SOLAR KOMPASS ENERGIA;2025-06-30;Subclasse Sênior Série 1;;0
Classe;38.051.251/0001-78;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS IS SOLAR KOMPASS ENERGIA;2025-06-30;Subclasse Subordinada Mezanino 1 | Série 1;;6
Classe;38.051.251/0001-78;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS IS SOLAR KOMPASS ENERGIA;2025-06-30;Subclasse Subordinada Subordinada 1 |;;1
Classe;38.058.318/0001-04;DAYCOVAL CLASSIC ESTRUTURADO FIC DE FIDC DE RESPONSABILIDADE LIMITADA;2025-06-30;Subclasse Sênior;;0
Classe;38.058.318/0001-04;DAYCOVAL CLASSIC ESTRUTURADO FIC DE FIDC DE RESPONSABILIDADE LIMITADA;2025-06-30;Subclasse Subordinada Subordinada 1 |;;239
Classe;38.075.044/0001-53;VCZ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2025-06-30;Subclasse Sênior;;0
Classe;38.075.044/0001-53;VCZ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2025-06-30;Subclasse Subordinada Subordinada 1 |;;3
Classe;38.082.159/0001-75;FACTA INSS CB FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-06-30;Subclasse Sênior Série 1;;5853
Classe;38.082.159/0001-75;FACTA INSS CB FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-06-30;Subclasse Sênior Série 2;;1
Classe;38.082.159/0001-75;FACTA INSS CB FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-06-30;Subclasse Subordinada Mezanino 1 | Série 1;;102
Classe;38.082.159/0001-75;FACTA INSS CB FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-06-30;Subclasse Subordinada Mezanino 1 | Série 2;;1
Classe;38.082.159/0001-75;FACTA INSS CB FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-06-30;Subclasse Subordinada Subordinada 1 |;;1
Classe;38.137.056/0001-65;UNITY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2025-06-30;Subclasse Sênior;;0
Classe;38.137.056/0001-65;UNITY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2025-06-30;Subclasse Subordinada Subordinada 1 |;;1
Classe;38.137.103/0001-70;TRACTOR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;Subclasse Sênior Série 1;;10
Classe;38.137.103/0001-70;TRACTOR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;Subclasse Subordinada Mezanino 1 | Série 1;;5
Classe;38.137.103/0001-70;TRACTOR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;Subclasse Subordinada Mezanino 2 | Série 1;;0
Classe;38.137.103/0001-70;TRACTOR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;Subclasse Subordinada Subordinada 1 |;;0
Classe;38.137.153/0001-58;FIDC DE LOCAÇÃO DE VEÍCULOS KOVI I RESPONSABILIDADE LIMITADA;2025-06-30;Subclasse Sênior Série 1;;42
Classe;38.137.153/0001-58;FIDC DE LOCAÇÃO DE VEÍCULOS KOVI I RESPONSABILIDADE LIMITADA;2025-06-30;Subclasse Sênior Série 2;;44
Classe;38.137.153/0001-58;FIDC DE LOCAÇÃO DE VEÍCULOS KOVI I RESPONSABILIDADE LIMITADA;2025-06-30;Subclasse Subordinada Subordinada 1 |;;1
Classe;38.168.015/0001-36;AVANTI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;Subclasse Sênior Série 1;;6
Classe;38.168.015/0001-36;AVANTI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;Subclasse Subordinada Mezanino 1 | Série 1;;8
Classe;38.168.015/0001-36;AVANTI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;Subclasse Subordinada Subordinada 1 |;;1
Classe;38.181.581/0001-88;CO-INVEST I BLACK BELT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;Subclasse Sênior;;6
Classe;38.181.581/0001-88;CO-INVEST I BLACK BELT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;Subclasse Subordinada  |;;0
Classe;38.221.267/0001-81;KP CP 35 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-06-30;Subclasse Sênior S?rie 1;;2210
Classe;38.221.267/0001-81;KP CP 35 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-06-30;Subclasse Subordinada  |;;0
Classe;38.226.673/0001-37;MENESTYS I FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;Subclasse Sênior Série 1;;915
Classe;38.226.673/0001-37;MENESTYS I FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;Subclasse Subordinada Subordinada 1 |;;0
Classe;38.251.371/0001-19;G5 CRPR III FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;Subclasse Sênior Série 1;;128
Classe;38.251.371/0001-19;G5 CRPR III FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;Subclasse Subordinada Subordinada 1 |;;0
Classe;38.267.680/0001-87;V051 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-06-30;Subclasse Sênior S?rie 1;;2
Classe;38.267.680/0001-87;V051 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-06-30;Subclasse Subordinada  |;;0
Classe;38.284.301/0001-67;SAV NEXOOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;Subclasse Sênior Série 1;;0
Classe;38.284.301/0001-67;SAV NEXOOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;Subclasse Subordinada Mezanino 1 | Série 1;;12
Classe;38.284.301/0001-67;SAV NEXOOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;Subclasse Subordinada Subordinada 1 |;;3
