TP_FUNDO_CLASSE;CNPJ_FUNDO_CLASSE;DENOM_SOCIAL;DT_COMPTC;TAB_X_CLASSE_SERIE;ID_SUBCLASSE;TAB_X_NR_COTST
Classe;14.770.038/0001-58;MULTIPLIX MULTISSETORIAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-06-30;Subclasse Sênior Série 2;;0
Classe;14.770.038/0001-58;MULTIPLIX MULTISSETORIAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-06-30;Subclasse Subordinada Mezanino 1 | Série 1;;0
Classe;14.770.038/0001-58;MULTIPLIX MULTISSETORIAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-06-30;Subclasse Subordinada Mezanino 2 | Série 1;;0
Classe;14.770.038/0001-58;MULTIPLIX MULTISSETORIAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-06-30;Subclasse Subordinada Mezanino 3 | Série 1;;3
Classe;14.770.038/0001-58;MULTIPLIX MULTISSETORIAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-06-30;Subclasse Subordinada Mezanino 4 | Série 1;;0
Classe;14.770.038/0001-58;MULTIPLIX MULTISSETORIAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-06-30;Subclasse Subordinada Subordinada 1 |;;0
Classe;14.788.370/0001-40;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS HUNGRIA;2025-06-30;Subclasse Sênior;;0
Classe;14.788.370/0001-40;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS HUNGRIA;2025-06-30;Subclasse Subordinada Subordinada 1 |;;1
Classe;15.254.288/0001-06;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS CAIXA DUBLIN;2025-06-30;Subclasse Sênior Série 1;;1
Classe;15.254.288/0001-06;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS CAIXA DUBLIN;2025-06-30;Subclasse Subordinada Subordinada 1 |;;1
Classe;15.254.301/0001-19;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS IV ENERGISA CENTRO OESTE;2025-06-30;Subclasse Sênior Série 1;;1
Classe;15.254.301/0001-19;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS IV ENERGISA CENTRO OESTE;2025-06-30;Subclasse Sênior Série 2;;1
Classe;15.254.301/0001-19;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS IV ENERGISA CENTRO OESTE;2025-06-30;Subclasse Subordinada Subordinada 1 |;;2
Classe;15.336.665/0001-48;SIGULER GUFF (JUS BLC) 2C FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2025-06-30;Subclasse Sênior Série 1;;1
Classe;15.336.665/0001-48;SIGULER GUFF (JUS BLC) 2C FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2025-06-30;Subclasse Subordinada Subordinada 1 |;;0
Classe;15.428.505/0001-29;JC 4870 II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2025-06-30;Subclasse Sênior;;0
Classe;15.428.505/0001-29;JC 4870 II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2025-06-30;Subclasse Subordinada Subordinada 1 |;;1
Classe;15.489.383/0001-80;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SAN MARINO;2025-06-30;Subclasse Sênior;;0
Classe;15.489.383/0001-80;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SAN MARINO;2025-06-30;Subclasse Subordinada Subordinada 1 |;;1
Classe;15.558.603/0001-80;PORTO NP - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS MULTISSETORIAL;2025-06-30;Subclasse Sênior Série 1;;1
Classe;15.558.603/0001-80;PORTO NP - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS MULTISSETORIAL;2025-06-30;Subclasse Subordinada Subordinada 1 |;;1
Classe;15.578.550/0001-60;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL MILÊNIO RECEBÍVEIS LP;2025-06-30;Subclasse Sênior Série 1;;0
Classe;15.578.550/0001-60;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL MILÊNIO RECEBÍVEIS LP;2025-06-30;Subclasse Sênior Série 2;;5
Classe;15.578.550/0001-60;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL MILÊNIO RECEBÍVEIS LP;2025-06-30;Subclasse Sênior Série 3;;5
Classe;15.578.550/0001-60;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL MILÊNIO RECEBÍVEIS LP;2025-06-30;Subclasse Sênior Série 4;;3
Classe;15.578.550/0001-60;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL MILÊNIO RECEBÍVEIS LP;2025-06-30;Subclasse Sênior Série 5;;1
Classe;15.578.550/0001-60;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL MILÊNIO RECEBÍVEIS LP;2025-06-30;Subclasse Subordinada Mezanino 1 | Série 1;;2
Classe;15.578.550/0001-60;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL MILÊNIO RECEBÍVEIS LP;2025-06-30;Subclasse Subordinada Mezanino 2 | Série 1;;1
Classe;15.578.550/0001-60;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL MILÊNIO RECEBÍVEIS LP;2025-06-30;Subclasse Subordinada Subordinada 1 |;;4
Classe;15.585.932/0001-10;MORE CRÉDITO FI EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-06-30;Subclasse Sênior Série 1;;2192
Classe;15.585.932/0001-10;MORE CRÉDITO FI EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-06-30;Subclasse Subordinada Subordinada 1 |;;0
Classe;15.586.793/0001-40;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS QW1 - RESPONSABILIDADE ILIMITADA;2025-06-30;Subclasse Sênior;;0
Classe;15.586.793/0001-40;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS QW1 - RESPONSABILIDADE ILIMITADA;2025-06-30;Subclasse Subordinada Subordinada 1 |;;5
Classe;15.653.649/0001-89;AURUM - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL LP;2025-06-30;Subclasse Sênior Série 1;;0
Classe;15.653.649/0001-89;AURUM - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL LP;2025-06-30;Subclasse Sênior Série 10;;24
Classe;15.653.649/0001-89;AURUM - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL LP;2025-06-30;Subclasse Sênior Série 11;;23
Classe;15.653.649/0001-89;AURUM - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL LP;2025-06-30;Subclasse Sênior Série 12;;10
Classe;15.653.649/0001-89;AURUM - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL LP;2025-06-30;Subclasse Sênior Série 2;;0
Classe;15.653.649/0001-89;AURUM - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL LP;2025-06-30;Subclasse Sênior Série 3;;0
Classe;15.653.649/0001-89;AURUM - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL LP;2025-06-30;Subclasse Sênior Série 4;;0
Classe;15.653.649/0001-89;AURUM - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL LP;2025-06-30;Subclasse Sênior Série 5;;0
Classe;15.653.649/0001-89;AURUM - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL LP;2025-06-30;Subclasse Sênior Série 6;;0
Classe;15.653.649/0001-89;AURUM - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL LP;2025-06-30;Subclasse Sênior Série 7;;0
Classe;15.653.649/0001-89;AURUM - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL LP;2025-06-30;Subclasse Sênior Série 8;;0
Classe;15.653.649/0001-89;AURUM - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL LP;2025-06-30;Subclasse Sênior Série 9;;0
Classe;15.653.649/0001-89;AURUM - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL LP;2025-06-30;Subclasse Subordinada Mezanino 1 | Série 1;;0
Classe;15.653.649/0001-89;AURUM - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL LP;2025-06-30;Subclasse Subordinada Mezanino 10 | Série 1;;0
Classe;15.653.649/0001-89;AURUM - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL LP;2025-06-30;Subclasse Subordinada Mezanino 11 | Série 1;;1
Classe;15.653.649/0001-89;AURUM - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL LP;2025-06-30;Subclasse Subordinada Mezanino 12 | Série 1;;0
Classe;15.653.649/0001-89;AURUM - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL LP;2025-06-30;Subclasse Subordinada Mezanino 13 | Série 1;;3
Classe;15.653.649/0001-89;AURUM - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL LP;2025-06-30;Subclasse Subordinada Mezanino 14 | Série 1;;9
Classe;15.653.649/0001-89;AURUM - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL LP;2025-06-30;Subclasse Subordinada Mezanino 2 | Série 1;;0
Classe;15.653.649/0001-89;AURUM - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL LP;2025-06-30;Subclasse Subordinada Mezanino 3 | Série 1;;0
Classe;15.653.649/0001-89;AURUM - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL LP;2025-06-30;Subclasse Subordinada Mezanino 4 | Série 1;;0
Classe;15.653.649/0001-89;AURUM - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL LP;2025-06-30;Subclasse Subordinada Mezanino 5 | Série 1;;0
Classe;15.653.649/0001-89;AURUM - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL LP;2025-06-30;Subclasse Subordinada Mezanino 6 | Série 1;;0
Classe;15.653.649/0001-89;AURUM - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL LP;2025-06-30;Subclasse Subordinada Mezanino 7 | Série 1;;1
Classe;15.653.649/0001-89;AURUM - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL LP;2025-06-30;Subclasse Subordinada Mezanino 8 | Série 1;;0
Classe;15.653.649/0001-89;AURUM - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL LP;2025-06-30;Subclasse Subordinada Mezanino 9 | Série 1;;0
Classe;15.653.649/0001-89;AURUM - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL LP;2025-06-30;Subclasse Subordinada Subordinada 1 |;;10
Classe;15.675.220/0001-92;MP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;Subclasse Sênior Série 1;;0
Classe;15.675.220/0001-92;MP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;Subclasse Sênior Série 2;;0
Classe;15.675.220/0001-92;MP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;Subclasse Sênior Série 3;;0
Classe;15.675.220/0001-92;MP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;Subclasse Sênior Série 4;;4
Classe;15.675.220/0001-92;MP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;Subclasse Subordinada Mezanino 1 | Série 1;;0
Classe;15.675.220/0001-92;MP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;Subclasse Subordinada Mezanino 2 | Série 1;;0
Classe;15.675.220/0001-92;MP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;Subclasse Subordinada Mezanino 3 | Série 1;;0
Classe;15.675.220/0001-92;MP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;Subclasse Subordinada Mezanino 4 | Série 1;;0
Classe;15.675.220/0001-92;MP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;Subclasse Subordinada Mezanino 5 | Série 1;;4
Classe;15.675.220/0001-92;MP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;Subclasse Subordinada Subordinada 1 |;;5
Classe;16.502.939/0001-94;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS F COBALTO - FINANCEIRO;2025-06-30;Subclasse Sênior Série 1;;1
Classe;16.502.939/0001-94;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS F COBALTO - FINANCEIRO;2025-06-30;Subclasse Subordinada Subordinada 1 |;;0
Classe;16.686.142/0001-94;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS RECUPERA;2025-06-30;Subclasse Sênior;;0
Classe;16.686.142/0001-94;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS RECUPERA;2025-06-30;Subclasse Subordinada Subordinada 1 |;;1
Classe;16.802.124/0001-20;BERETTA FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-06-30;Subclasse Sênior;;0
Classe;16.802.124/0001-20;BERETTA FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-06-30;Subclasse Subordinada Subordinada 1 |;;1
Classe;16.829.910/0001-11;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DIAMOND MOUNTAIN DISTRESSED ASSETS;2025-06-30;Subclasse Sênior;;0
Classe;16.829.910/0001-11;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DIAMOND MOUNTAIN DISTRESSED ASSETS;2025-06-30;Subclasse Subordinada Subordinada 1 |;;2
Classe;16.873.285/0001-05;CAUÊ GS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  RESPONSABILIDADE LIMITADA;2025-06-30;Subclasse Sênior Série 1;;2
Classe;16.873.285/0001-05;CAUÊ GS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  RESPONSABILIDADE LIMITADA;2025-06-30;Subclasse Subordinada Subordinada 1 |;;0
Classe;16.874.770/0001-01;VHG FUNDO DE INVEST EM DIREITOS CREDITÓRIOS RECEBÍVEIS MULTISEGMENTOS DE RESPONSABILIDADE LIMITADA;2025-06-30;Subclasse Sênior;;0
Classe;16.874.770/0001-01;VHG FUNDO DE INVEST EM DIREITOS CREDITÓRIOS RECEBÍVEIS MULTISEGMENTOS DE RESPONSABILIDADE LIMITADA;2025-06-30;Subclasse Subordinada Subordinada 1 |;;21
Classe;17.012.019/0001-50;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS SIFRA PERFORMANCE;2025-06-30;Subclasse Sênior Série 1;;0
Classe;17.012.019/0001-50;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS SIFRA PERFORMANCE;2025-06-30;Subclasse Sênior Série 2;;0
Classe;17.012.019/0001-50;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS SIFRA PERFORMANCE;2025-06-30;Subclasse Sênior Série 3;;1
Classe;17.012.019/0001-50;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS SIFRA PERFORMANCE;2025-06-30;Subclasse Sênior Série 4;;14
Classe;17.012.019/0001-50;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS SIFRA PERFORMANCE;2025-06-30;Subclasse Sênior Série 5;;2
Classe;17.012.019/0001-50;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS SIFRA PERFORMANCE;2025-06-30;Subclasse Subordinada Mezanino 1 | Série 1;;11
Classe;17.012.019/0001-50;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS SIFRA PERFORMANCE;2025-06-30;Subclasse Subordinada Mezanino 2 | Série 1;;1
Classe;17.012.019/0001-50;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS SIFRA PERFORMANCE;2025-06-30;Subclasse Subordinada Subordinada 1 |;;5
Classe;17.012.685/0001-99;CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;Subclasse Sênior Série 1;;3
Classe;17.012.685/0001-99;CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;Subclasse Subordinada Subordinada 1 |;;0
Classe;17.013.985/0001-92;GGR PRIME I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;Subclasse Sênior;;0
Classe;17.013.985/0001-92;GGR PRIME I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;Subclasse Subordinada Subordinada 1 |;;33
Classe;17.015.979/0001-74;EXCLUSIVO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS DE RESPONSABILIDADE  LIMITADA;2025-06-30;Subclasse Sênior;;0
Classe;17.015.979/0001-74;EXCLUSIVO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS DE RESPONSABILIDADE  LIMITADA;2025-06-30;Subclasse Subordinada Subordinada 1 |;;3
Classe;17.024.362/0001-15;EXP 1 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2025-06-30;Subclasse Sênior Série 1;;2
Classe;17.024.362/0001-15;EXP 1 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2025-06-30;Subclasse Sênior Série 2;;0
Classe;17.024.362/0001-15;EXP 1 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2025-06-30;Subclasse Subordinada Subordinada 1 |;;4
Classe;17.024.546/0001-85;AUSTER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;Subclasse Sênior;;1
Classe;17.024.546/0001-85;AUSTER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;Subclasse Subordinada  |;;0
Classe;17.030.517/0001-26;PLATA II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSEGMENTOS;2025-06-30;Subclasse Sênior Série 1;;6
Classe;17.030.517/0001-26;PLATA II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSEGMENTOS;2025-06-30;Subclasse Subordinada Subordinada 1 |;;1
Classe;17.031.327/0001-23;BRASFOR CONSOLIDADOR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS;2025-06-30;Subclasse Sênior;;0
Classe;17.031.327/0001-23;BRASFOR CONSOLIDADOR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS;2025-06-30;Subclasse Subordinada Subordinada 1 |;;7
Classe;17.043.211/0001-04;VHY I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS DE  RESPONSABILIDADE LIMITADA;2025-06-30;Subclasse Sênior;;0
Classe;17.043.211/0001-04;VHY I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS DE  RESPONSABILIDADE LIMITADA;2025-06-30;Subclasse Subordinada Subordinada 1 |;;9
Classe;17.047.287/0001-08;COMPROCRED FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS;2025-06-30;Subclasse Sênior;;0
Classe;17.047.287/0001-08;COMPROCRED FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS;2025-06-30;Subclasse Subordinada Subordinada 1 |;;3
Classe;17.080.215/0001-62;MEGEVE FUNDO DE INVESTIMENTO EM COTAS DE FIDC DE RESPONSABILIDADE LIMITADA;2025-06-30;Subclasse Sênior;;0
Classe;17.080.215/0001-62;MEGEVE FUNDO DE INVESTIMENTO EM COTAS DE FIDC DE RESPONSABILIDADE LIMITADA;2025-06-30;Subclasse Subordinada Subordinada 1 |;;725
Classe;17.093.144/0001-32;BLACKPARTNERS MIRUNA FI EM DIREITOS CREDITÓRIOS MULTISSEGMENTOS DE RESPONSABILIDADE LIMITADA;2025-06-30;Subclasse Sênior;;0
Classe;17.093.144/0001-32;BLACKPARTNERS MIRUNA FI EM DIREITOS CREDITÓRIOS MULTISSEGMENTOS DE RESPONSABILIDADE LIMITADA;2025-06-30;Subclasse Subordinada Subordinada 1 |;;1
Classe;17.163.831/0001-87;ATLAS GLOBAL FIC FIDC MULTISEGMENTOS;2025-06-30;Subclasse Sênior;;0
Classe;17.163.831/0001-87;ATLAS GLOBAL FIC FIDC MULTISEGMENTOS;2025-06-30;Subclasse Subordinada Subordinada 1 |;;1
Classe;17.198.452/0001-22;REAL TIME PADRONIZADO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS;2025-06-30;Subclasse Sênior Série 1;;4
Classe;17.198.452/0001-22;REAL TIME PADRONIZADO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS;2025-06-30;Subclasse Sênior Série 2;;4
Classe;17.198.452/0001-22;REAL TIME PADRONIZADO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS;2025-06-30;Subclasse Sênior Série 3;;3
Classe;17.198.452/0001-22;REAL TIME PADRONIZADO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS;2025-06-30;Subclasse Subordinada Mezanino 1 | Série 1;;2
Classe;17.198.452/0001-22;REAL TIME PADRONIZADO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS;2025-06-30;Subclasse Subordinada Subordinada 1 |;;1
Classe;17.198.574/0001-19;PLATA I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSEGMENTOS;2025-06-30;Subclasse Sênior Série 1;;0
Classe;17.198.574/0001-19;PLATA I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSEGMENTOS;2025-06-30;Subclasse Sênior Série 2;;0
Classe;17.198.574/0001-19;PLATA I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSEGMENTOS;2025-06-30;Subclasse Sênior Série 3;;0
Classe;17.198.574/0001-19;PLATA I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSEGMENTOS;2025-06-30;Subclasse Sênior Série 4;;0
Classe;17.198.574/0001-19;PLATA I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSEGMENTOS;2025-06-30;Subclasse Sênior Série 5;;11
Classe;17.198.574/0001-19;PLATA I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSEGMENTOS;2025-06-30;Subclasse Sênior Série 6;;7
Classe;17.198.574/0001-19;PLATA I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSEGMENTOS;2025-06-30;Subclasse Sênior Série 7;;13
Classe;17.198.574/0001-19;PLATA I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSEGMENTOS;2025-06-30;Subclasse Sênior Série 8;;1
Classe;17.198.574/0001-19;PLATA I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSEGMENTOS;2025-06-30;Subclasse Sênior Série 9;;3
Classe;17.198.574/0001-19;PLATA I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSEGMENTOS;2025-06-30;Subclasse Subordinada Mezanino 1 | Série 1;;0
Classe;17.198.574/0001-19;PLATA I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSEGMENTOS;2025-06-30;Subclasse Subordinada Mezanino 2 | Série 1;;5
Classe;17.198.574/0001-19;PLATA I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSEGMENTOS;2025-06-30;Subclasse Subordinada Mezanino 3 | Série 1;;4
Classe;17.198.574/0001-19;PLATA I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSEGMENTOS;2025-06-30;Subclasse Subordinada Mezanino 4 | Série 1;;1
Classe;17.198.574/0001-19;PLATA I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSEGMENTOS;2025-06-30;Subclasse Subordinada Mezanino 5 | Série 1;;3
Classe;17.198.574/0001-19;PLATA I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSEGMENTOS;2025-06-30;Subclasse Subordinada Subordinada 1 |;;1
Classe;17.198.624/0001-68;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RED CAH;2025-06-30;Subclasse Sênior Série 1;;0
Classe;17.198.624/0001-68;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RED CAH;2025-06-30;Subclasse Subordinada Mezanino 1 | Série 1;;2
Classe;17.198.624/0001-68;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RED CAH;2025-06-30;Subclasse Subordinada Mezanino 2 | Série 1;;5
Classe;17.198.624/0001-68;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RED CAH;2025-06-30;Subclasse Subordinada Subordinada 1 |;;1
Classe;17.198.676/0001-34;AZUL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL - RESPONSABILIDADE LIMITADA;2025-06-30;Subclasse Sênior Série 1;;6
Classe;17.198.676/0001-34;AZUL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL - RESPONSABILIDADE LIMITADA;2025-06-30;Subclasse Subordinada Subordinada 1 |;;1
Classe;17.198.822/0001-21;ROVENSA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS AGRONEGÓCIO  RESPONSABILIDADE LIMITADA;2025-06-30;Subclasse Sênior Série 1;;1
